count,word,rcount
2,exotic,1
2,wifey,1
2,frequent,1
2,widest,1
2,crib,1
2,tous,1
2,candied,1
2,downtown,1
2,spicy,1
2,steadfast,1
2,highbrow,1
2,chrous,1
2,tad,1
2,strict,1
2,lifegaurd,1
2,entangled,1
2,dutch,1
2,mammary,1
2,frisky,1
2,sublime,1
2,vague,1
2,whatcha,1
2,sharpest,1
2,fogged,1
2,delicate,1
2,pump,1
2,prettier,1
2,tightened,1
2,slip,1
2,fifty-pound,1
2,freaking,1
2,heathen,1
2,four-letter,1
2,morena,1
2,equipped,1
2,god-found,1
2,chocolate-covered,1
2,teasing,1
2,hatin,1
2,standup,1
2,huh,1
2,3rd,1
2,killed,1
2,phatty,1
2,bodied,1
2,ayo,1
2,plump,1
2,parental,1
2,performer,1
2,vacant,1
2,dropped,1
2,oooohhh,1
2,answering,1
2,conspicuous,1
2,slippery,1
2,fiery,1
2,lyric,1
2,dich,1
2,high-o,1
2,fifty-fifty,1
2,elementary,1
2,whispering,1
2,placed,1
2,statutory,1
2,cuter,1
1,keen,1
1,aroused,1
1,tempting,1
1,age-old,1
1,arrogant,1
1,jagged,1
1,westbound,1
1,bump,1
1,organic,1
1,cutting,1
1,rabid,1
1,intoxicating,1
1,hurryin,1
1,bougie,1
1,legendary,1
1,hot-blooded,1
1,headbutt,1
1,enormous,1
1,fittin,1
1,mas,1
1,kommt,1
1,drizzy,1
1,feasible,1
1,cush,1
1,waan,1
1,tyrolean,1
1,defend,1
1,full-court,1
1,ricky,1
1,cerebral,1
1,pokin,1
1,cosmic,1
1,lenox,1
1,bogle,1
1,one\n,1
1,ohhhhhh,1
1,betta,1
1,radiant,1
1,dehydrated,1
1,angelic,1
1,mentirosa,1
1,profound,1
1,speedy,1
1,frayed,1
1,february,1
1,mannin,1
1,sculpting,1
1,ecstacy,1
1,grecian,1
1,outkast,1
1,forty-one,1
1,astral,1
1,atl,1
1,chickenhead,1
1,limber,1
1,prone,1
1,bluffin,1
1,oooh-oh-no,1
1,mis,1
1,bow-legged,1
1,contact,1
1,fla-vor,1
1,mid,1
1,bowlegged,1
1,chubby,1
1,lieee,1
1,down-hearted,1
1,undefeatable,1
1,sled,1
1,corral,1
1,need,1
1,goodie,1
1,primotine,1
1,civilized,1
1,corrupt,1
1,beatin,1
1,ring,1
1,trusting,1
1,nigerian,1
1,soooo,1
1,woebegone,1
1,cough,1
1,next-level,1
1,feline,1
1,hard-won,1
1,sssssouthside,1
1,road'a,1
1,disguised,1
1,boombastic,1
1,overanalyze,1
1,financial,1
1,metaphysical,1
1,homegrown,1
1,sky-high,1
1,a.32,1
1,cryin,1
1,looker,1
1,bumpy,1
1,wicka,1
1,reveal,1
1,alarmed,1
1,swollen,1
1,p.p,1
1,ahmad,1
1,anita,1
1,moon-spattered,1
1,dat,1
1,cheatin,1
1,assured,1
1,lawless,1
1,forgettin,1
1,immovable,1
1,vulgar,1
1,fred,1
1,nth,1
1,icky,1
1,craziest,1
1,three-way,1
1,steamy,1
1,cobweb,1
1,all-american,1
1,one.we,1
1,mothafuck,1
1,double-up,1
1,l'amour,1
1,life-long,1
1,a-standin,1
1,punky,1
1,hospitable,1
1,raunchy,1
1,beat-down,1
1,keyed,1
1,10-4,1
1,gassin,1
1,haired,1
1,impale,1
1,laa,1
1,immaculate,1
1,a-all,1
1,hotness,1
1,celibate,1
1,sheisty,1
1,dummy,1
1,waaaaas,1
1,osbourne,1
1,sumthin,1
1,wanna-be,1
1,oaktown,1
1,7-inch,1
1,ghetto-fabulous,1
1,notice,1
1,stingy,1
1,me-a,1
1,all-time,1
1,buryin,1
1,defeat,1
1,1980)==\n{{album,1
1,foreclosable,1
1,kelos,1
1,yucky,1
1,susie,1
1,uneasy,1
1,prob'ly,1
1,reps-up,1
1,visionary,1
1,mo-weezy,1
1,ooohhhh,1
1,rrrr,1
1,insensitive,1
1,barretas,1
1,conceited,1
1,flamin,1
1,following,1
1,untried,1
1,record-breaker,1
1,pooooow,1
1,commercial,1
1,alotta,1
1,win,1
1,treacherous,1
1,unopened,1
1,lightnin,1
1,prized,1
1,unleaded,1
1,busta,1
1,randy,1
1,whipping,1
1,mama-uh,1
1,caring,1
1,siete,1
1,"uuu),hot",1
1,persian,1
1,worthy,1
1,capable,1
1,lyte,1
1,leadin,1
1,brandon,1
1,singing,1
1,oriented,1
1,dumbest,1
1,toothed,1
1,all-white,1
1,maxi,1
1,jerky,1
1,urchin,1
1,worcestershire,1
1,alight,1
1,pointy,1
1,booty,1
1,prettie,1
1,hyped,1
1,overpriced,1
1,dealt,1
1,gashing,1
1,rub-a-dub,1
1,run-around,1
1,tre,1
1,sanctified,1
1,rubs,1
1,haa-u-git,1
1,freeform,1
1,infrared,1
1,padded,1
1,fantazing,1
1,trabjame,1
1,drabble,1
1,moot,1
1,sinnin,1
1,attentive,1
1,multiplyin,1
1,mo'head,1
1,nacho,1
1,unturned,1
1,life(nother,1
1,faceless,1
1,huggin,1
1,on\n,1
1,501,1
1,el,1
1,two-track,1
1,fucked-up,1
1,p-p-p-p-pac,1
1,gutta,1
1,bodacious,1
1,jump,1
1,3x,1
1,expresstic,1
1,ashy,1
1,orderly,1
1,consummate,1
1,download,1
1,opportunistic,1
1,handcuffing,1
1,odl,1
1,"me,xactly",1
1,babe,1
1,rah,1
1,mo-sci-no,1
1,boukou,1
1,love.is,1
1,vegemite,1
1,unmade,1
1,canned,1
1,ha-ha-happy,1
1,crazed,1
1,chief,1
1,linen,1
1,trembling,1
1,gitchi,1
1,bing,1
1,diabolical,1
1,untrimmed,1
1,consecrated,1
1,naussau,1
1,trippy,1
1,mono,1
1,morning,1
1,starry-eyed,1
1,otless,1
1,good-looking,1
1,seedy,1
1,licky,1
1,whoa.happy,1
1,astronomical,1
1,sightless,1
1,mashin,1
1,august,1
1,vertical,1
1,breezin,1
1,fearless,1
1,bionic,1
1,big-bellied,1
1,choose,1
1,tangle,1
1,inseparable,1
1,fitty,1
1,ll,1
1,rebellious,1
1,smashed,1
1,concentrate,1
1,girly,1
1,le,1
1,parting,1
1,mobbin,1
1,itchin,1
1,super-8,1
1,je,1
1,dutiful,1
1,frat,1
1,four-thirteen,1
1,vaccum,1
1,pous,1
1,paralysed,1
1,idle,1
1,reserved,1
1,loiterin,1
1,deserving,1
1,50-50,1
1,next-door,1
1,meet,1
1,dark-skinned,1
1,por,1
1,oohhh,1
1,one-track,1
1,mythical,1
1,fooling,1
1,teen-age,1
1,appointed,1
1,unfaithful,1
1,central,1
1,messin,1
1,my-m-m-y-my,1
1,possessive,1
1,six-inch,1
1,up(break,1
1,elegant,1
1,jeremih,1
1,cross-eyed,1
1,waterbed,1
1,abrasive,1
1,fare,1
1,nearby,1
1,ooh.ooh,1
1,intelligent,1
1,folksinger,1
1,stocking,1
1,sulky,1
1,freeze-frame,1
1,flaky,1
1,villian,1
1,justifiable,1
1,man-gal,1
1,daring,1
1,hoodrat,1
1,heyyy,1
1,sh-boogie,1
1,kissable,1
1,hign,1
1,militant,1
1,hey-ey,1
1,krossed,1
1,legitimate,1
1,tri-level,1
1,7th,1
1,fluorescent,1
1,chauffer,1
1,opem,1
1,heeey,1
1,japanese,1
1,lycanthropy,1
1,disciplined,1
1,ripped,1
1,helluva,1
1,forgettable,1
1,bang,1
1,13th,1
1,ohhhoh,1
1,lear,1
1,instantaneous,1
1,ruthless,1
1,cooking,1
1,ont,1
1,night)(yeah,1
1,stilted,1
1,focused,1
1,five-and-dime,1
1,dookie,1
1,greek,1
1,jam,1
1,sister,1
1,oww,1
1,ooooo,1
1,3-something,1
1,buttonhole,1
1,learnin,1
1,margarita,1
1,buried,1
1,nazi,1
1,twitchin,1
1,insufficient,1
1,kush,1
1,lumpy,1
1,hawkin,1
1,twenty-second,1
1,fear,1
1,fishberg,1
1,phoney,1
1,spilled,1
1,carried,1
1,commited,1
1,street}}\n,1
1,stuffy,1
1,diamond-like,1
1,lights,1
1,unseen,1
1,single-handed,1
1,switching,1
1,who's,1
1,oowee,1
1,sweeta,1
1,cross-legged,1
1,beautful,1
1,dru,1
1,oh-oh-oh-oh,1
1,hokey,1
1,tawny,1
1,military,1
1,add,1
1,arrest,1
1,mantic,1
1,barefooted,1
1,multiple,1
1,heeled,1
1,oppressive,1
1,chic-a-cherry,1
1,needin,1
1,three-piece,1
1,bionical,1
1,droppin,1
1,racin,1
1,terrific,1
1,resilient,1
1,overchargin,1
1,funkafied,1
1,mamas,1
1,holier,1
1,unsuccessful,1
1,woozy,1
1,55th,1
1,18th,1
1,tommys,1
1,disposable,1
1,residual,1
1,hookah,1
1,two-seat,1
1,snowbird,1
1,stashing,1
1,met,1
1,interior,1
1,macrobiotic,1
1,uplifting,1
1,pointless,1
1,"funkafied,funkalistic,vocalistic",1
1,wheezy,1
1,hanging,1
1,martial,1
1,asian,1
1,hup,1
1,grown-up,1
1,woooooh,1
1,surreal,1
1,virtual,1
1,offensive,1
1,eastern,1
1,44,1
1,copy,1
1,wack,1
1,analyze,1
1,between-a,1
1,rugged,1
1,domesticated,1
1,rival,1
1,devout,1
1,haaaaaa,1
1,diplomatic,1
1,humma,1
1,hugable,1
1,d-d-d-do,1
1,underloved,1
1,genau,1
1,wheeler,1
1,baked,1
1,rural,1
1,floppy,1
1,teachin,1
1,compete,1
1,rule,1
1,hum,1
1,lukewarm,1
1,loneliest,1
1,punching,1
1,cut-off,1
1,seismic,1
1,ri-dic-dic-dic-ulous,1
1,homestyle,1
1,southbound,1
1,chancy,1
1,suspenseful,1
1,shredded,1
1,traumatic,1
1,fresh-sown,1
1,a-changin,1
1,universal,1
1,dazy,1
1,the?five,1
1,hazardous,1
1,down\n,1
1,troublesome,1
1,a.41,1
1,agian,1
1,enhanced,1
1,n'true,1
1,balla-tic,1
1,honorable,1
1,dely,1
1,strictest,1
1,nicer,1
1,slow-motion,1
1,incurable,1
1,overtime,1
1,continental,1
1,low-key,1
1,pitty,1
1,touching,1
1,move-a,1
1,shoebox,1
1,eyess,1
1,bus,1
1,void,1
1,supreme,1
1,forreal,1
1,dissed,1
1,tickle,1
1,cuckier,1
1,seaside,1
1,cavalier,1
1,regal,1
1,gigantic,1
1,slow-moving,1
1,evident,1
1,swivel,1
1,fruity,1
1,button-down,1
1,beeper,1
1,muthafuckin,1
1,"1,2",1
1,hot-flash,1
1,granny,1
1,gain,1
1,nobodys,1
1,neutral,1
1,astro,1
1,rambler,1
1,psychological,1
1,40,1
1,routine,1
1,truthful,1
1,bright-eyed,1
1,ovr,1
1,hummer,1
1,button-pushing,1
1,explosive,1
1,comparable,1
1,cuddly,1
1,pha-real,1
1,swing,1
1,pokey,1
1,unanswered,1
1,choppas,1
1,rhythum,1
1,sippy,1
1,aiyyo,1
1,tangled,1
1,nuclear,1
1,misfit,1
1,ground,1
1,lesbian,1
1,irrefutable,1
1,figaro,1
1,police,1
1,frameless,1
1,foulest,1
1,indie,1
1,denim,1
1,oriol,1
1,bonafide,1
1,german,1
1,pompatous,1
1,dyke,1
1,puff,1
1,hidee-ho,1
1,biast,1
1,polluted,1
1,hog,1
1,tlc,1
1,oohooh,1
1,chilly,1
1,holidae,1
1,invited,1
1,egyptian,1
1,actual,1
1,trespass,1
1,ooh-ee,1
1,plies,1
1,latin,1
1,canine,1
1,creo,1
1,ovulating,1
1,stickin,1
1,fickle,1
1,biding,1
1,means,1
1,indecent,1
1,man-made,1
1,panoramic,1
1,planted,1
1,courtside,1
1,bony,1
1,daah,1
1,unfinished,1
1,squeeze,1
1,long-hair,1
1,wooden,1
1,trivial,1
1,chicken,1
1,utter,1
1,parked,1
1,tearful,1
1,drownin,1
1,223,1
1,thine,1
1,masculine,1
1,ebb,1
1,farthest,1
1,truer,1
1,elusive,1
1,hasty,1
1,sickening,1
1,maintain,1
1,gram,1
1,democratic,1
1,peepin,1
1,dondatta,1
1,ghastly,1
1,subterranean,1
1,indispensible,1
1,champagne,1
1,hard-top,1
1,deathly,1
1,borin,1
1,dumbstruck,1
1,donka,1
1,vast,1
1,vodka,1
1,owning,1
1,precise,1
1,twirled,1
1,drink,1
1,receptical,1
1,los,1
1,twelfth,1
1,ooooohh,1
1,mamacita,1
1,decomposable,1
1,fido,1
1,separated,1
1,shotty,1
1,relax,1
1,defiant,1
1,assault,1
1,vintage,1
1,watchful,1
1,whirling,1
1,hearted,1
1,dual,1
1,optimistic,1
1,intergalactic,1
1,humpty,1
1,overcrowded,1
1,unrehearsed,1
1,cuttin,1
1,l.a,1
1,cerdos,1
1,stern,1
1,accurate,1
1,spastic,1
1,hablar,1
1,lynching,1
1,teatime,1
1,obsessive,1
1,plow,1
1,paid,1
1,english,1
1,a-ride,1
1,dougie,1
1,hickory-dickory,1
1,wond'rous,1
1,catchy,1
1,ooh-wee,1
1,colour,1
1,pampered,1
1,celtic,1
1,8-ball,1
1,fifty-leven,1
1,buzzards,1
1,hussy,1
1,general,1
1,pre-k,1
1,domiar,1
1,cinnimon,1
1,bluish,1
1,skippy,1
1,drowsy,1
1,root,1
1,five-hour,1
1,wonderous,1
1,addictive,1
1,funkiest,1
1,brewin,1
1,bada,1
1,professional,1
1,replayin,1
1,flexin,1
1,two-room,1
1,birthin,1
1,disturbing,1
1,gong,1
1,drop-top,1
1,grimey,1
1,mv,1
1,munchin,1
1,suggestive,1
1,primeval,1
1,hold,1
1,crummy,1
1,maddest,1
1,95,1
1,sub-woofer,1
1,springer,1
1,ysl,1
1,abandoned,1
1,te,1
1,lebanese,1
1,inventive,1
1,mc,1
1,long-shot,1
1,big-bosomed,1
1,whack,1
1,bateau,1
1,hmm,1
1,topless,1
1,caddy,1
1,jaded,1
1,cluttered,1
1,ooh-hoo,1
1,oo-ooh,1
1,nigga'z,1
1,hard-pressed,1
1,punchin,1
1,unholy,1
1,silliest,1
1,discouraging,1
1,presentable,1
1,marxist,1
1,navigational,1
1,jicky-jicky-jicky,1
1,neanderthal,1
1,eerie,1
1,bridesmaid,1
1,handed,1
1,freeze-framed,1
1,ripple,1
1,blood-shot,1
1,chic,1
1,wacky,1
1,stagnant,1
1,itty,1
1,upstairs,1
1,brunette,1
1,slangin,1
1,laba,1
1,bald,1
1,quicky,1
1,flirtatious,1
1,llega,1
1,fo-fo,1
1,evilest,1
1,high-waisted,1
1,jukebox,1
1,chuga-chuga,1
1,kung,1
1,vital,1
1,caprime,1
1,write,1
1,sacrificial,1
1,shrivled,1
1,inclusive,1
1,me(want,1
1,crashin,1
1,muscular,1
1,base,1
1,splatter,1
1,friday,1
1,pue,1
1,holding,1
1,carribean,1
1,feignin,1
1,kinetic,1
1,jacked,1
1,funked,1
1,chasin,1
1,legged,1
1,vulnerable,1
1,thrilling,1
1,thhhheeerre,1
1,saucy,1
1,gray-haired,1
1,alrite,1
1,my-my,1
1,ot,1
1,refried,1
1,star-crossed,1
1,rounder,1
1,lively,1
1,believed,1
1,heartfelt,1
1,woodland,1
1,mexican,1
1,lasting,1
1,sendin,1
1,harmless,1
1,you(to,1
1,nifty,1
1,tumbling,1
1,stopped,1
1,deranged,1
1,vanished,1
1,nauseous,1
1,decimal,1
1,momentary,1
1,overzealous,1
1,prejudiced,1
1,lordy,1
1,grubby,1
1,awesome,1
1,tic,1
1,surfin,1
1,wasteful,1
1,ya,1
1,pick-up,1
1,'d,1
1,again)(i,1
1,partyin,1
1,like-a,1
1,frumunda,1
1,it`s,1
1,attached,1
1,undefeated,1
1,misleading,1
1,it.(i,1
1,stressful,1
1,freddie,1
1,plat,1
1,bustler,1
1,viral,1
1,cardiac,1
1,10-pound,1
1,seedless,1
1,sizzling,1
1,sun-tanned,1
1,lorenzo-kitted,1
1,fliest,1
1,moist,1
1,use,1
1,past-time,1
1,lib,1
1,karl,1
1,lier,1
1,capped,1
1,blissful,1
1,refined,1
1,mack,1
1,unavailable,1
1,doggin,1
1,warm-blooded,1
1,crayon,1
1,swine,1
1,jojo.our,1
1,cheerin,1
1,oh-a-ooh-ooh,1
1,pushy,1
1,languid,1
1,a-gettin,1
1,beating,1
1,adorable,1
1,c-cold,1
1,ooowee,1
1,barren,1
1,butterican,1
1,khaki,1
1,traditional,1
1,beachin,1
1,racial,1
1,ironclad,1
1,yourself(everysingle,1
1,eighth,1
1,stumble,1
1,ultra,1
1,initial,1
1,boogie-woogie,1
1,imperfect,1
1,bumble,1
1,bugaloo,1
1,recovered,1
1,grimy,1
1,cuban,1
1,coming,1
1,bellin,1
1,bloodier,1
1,happiness\n,1
1,irrational,1
1,sixth,1
1,paramount,1
1,guest,1
1,loudest,1
1,illuminating,1
1,4-barrel,1
1,digusted,1
1,veritek,1
1,visualizin,1
1,dominating,1
1,business,1
1,summerhouse,1
1,suspicious,1
1,doggy,1
1,outstanding,1
1,enamored,1
1,catatonic,1
1,freak-freak,1
1,dtp,1
1,fought,1
1,footsie,1
1,ninety-foot,1
1,money-green,1
1,hot-shot,1
1,ungodly,1
1,quirky,1
1,outtie,1
1,6'8,1
1,offer,1
1,loanin,1
1,serene,1
1,uncut,1
1,believe,1
1,mmmm,1
1,veteran,1
1,bubonic,1
1,flo,1
1,thst,1
1,portable,1
1,milkbox,1
1,oha,1
1,handicapped,1
1,blunted,1
1,warnin,1
1,midnight`s,1
1,self-contained,1
1,bizirk,1
1,colossal,1
1,intro,1
1,long-legged,1
1,jackin,1
1,humongous,1
1,masqueno,1
1,contemplate,1
1,bisquick,1
1,tranquil,1
1,gotdamn,1
1,fam,1
1,einmal,1
1,plaid,1
1,groupy,1
1,hairy,1
1,poisonous,1
1,bluest,1
1,rub,1
1,breakable,1
1,six-shot,1
1,offerin,1
1,witcha,1
1,unaware,1
1,one-two,1
1,unexpected,1
1,bitchin,1
1,ak,1
1,purposeless,1
1,hungover,1
1,dealing,1
1,ferocious,1
1,smudged,1
1,voicin,1
1,bake,1
1,menstrual,1
1,stately,1
1,fillet,1
1,uniform,1
1,skid,1
1,ahhh,1
1,ayy,1
1,yankin,1
1,sposed,1
1,djame,1
1,sicilian,1
1,pillow,1
1,pero,1
1,grudgy,1
1,wilding,1
1,street\n{{ol|header=bonus,1
1,deluxe,1
1,marvelous,1
1,tangere,1
1,dramatic,1
1,perk,1
1,curvy,1
1,boing,1
1,leather-studded,1
1,unload,1
1,remote,1
1,tricky,1
1,telltale,1
1,custom-made,1
1,prudent,1
1,incomprehensible,1
1,gambling,1
1,"on,on",1
1,bodily,1
1,fiddler,1
1,puzzled,1
1,vert,1
1,idiot,1
1,tethered,1
1,backstroke,1
1,post-modern,1
1,olympian,1
1,damn.my,1
1,canadian,1
1,elemental,1
1,boi,1
1,high-tech,1
1,irrelevant,1
1,ignorant,1
1,iz-h,1
1,betcha,1
1,perm,1
1,"done,fresh",1
1,chuuch,1
1,you.all,1
1,bible,1
1,transgendered,1
1,payin,1
1,dismal,1
1,atuomatic,1
1,siren,1
1,arguin,1
1,olive,1
1,yummy,1
1,deep-fried,1
1,formin,1
1,minimum,1
1,tounge,1
1,homeboys,1
1,answered,1
1,discrete,1
1,atrocious,1
1,stubborn,1
1,flowered,1
1,eyein,1
1,pissy,1
1,wind-swept,1
1,a-list,1
1,corncob,1
1,dazed,1
1,rushin,1
1,lousy,1
1,funkin,1
1,ros,1
1,unlucky,1
1,indescribable,1
1,unthought-of,1
1,snotty,1
1,bleak,1
1,harajuku,1
1,prepare,1
1,crunk,1
1,viscious,1
1,unsung,1
1,redeemable,1
1,unashamed,1
1,never-ending,1
1,bouffant,1
1,teary-eyed,1
1,start,1
1,galactic,1
1,poured,1
1,ouch,1
1,g-dub,1
1,coogi,1
1,walled,1
1,hawler,1
1,smackin,1
1,reconstructive,1
1,mud-brown,1
1,sloppy,1
1,conventional,1
1,fueras,1
1,ol-wu-wopte,1
1,blast,1
1,benjemin,1
1,coo-coo,1
1,ritzy,1
1,vio,1
1,chunka,1
1,1-2,1
1,dark-haired,1
1,sticking,1
1,maico,1
1,weirder,1
1,gleamy,1
1,prophylactic,1
1,fatted,1
1,penetentiary,1
1,dig,1
1,deadhead,1
1,p-p-politic,1
1,eazy,1
1,followin,1
1,tacky,1
1,macho,1
1,goodyear,1
1,cunning,1
1,grippin,1
1,fullproof,1
1,uncool,1
1,antiquated,1
1,irreversible,1
1,abused,1
1,exalted,1
1,romantical,1
1,flamboyant,1
1,saggy,1
1,visual,1
1,blaow,1
1,wood-grain,1
1,wretched,1
1,apeshit,1
1,teen,1
1,stand-up,1
1,good-time,1
1,addy,1
1,thug-style,1
1,exposed,1
1,n***a,1
1,discontented,1
1,bronzed,1
1,playin?hardball,1
1,brained,1
1,elderly,1
1,harsh,1
1,ulous,1
1,forty-year,1
1,lookin,1
1,agile,1
1,all-night,1
1,asteroid,1
1,layli,1
1,bo,1
1,lasto,1
1,blinkin,1
1,unheeded,1
1,asked,1
1,heart-break,1
1,ruckest,1
1,eating,1
1,poetic,1
1,coy,1
1,bu-sy,1
1,surrender,1
1,in-depth,1
1,o.p.p,1
1,suin,1
1,spacious,1
1,pitchin,1
1,groud,1
1,delusional,1
1,woooo,1
1,gem-like,1
1,climbin,1
1,rat-a-tat-at,1
1,supercalafragilistic,1
1,no-name,1
1,long\n,1
1,kosher,1
1,two-seaters,1
1,jimmy,1
1,calloused,1
1,frump,1
1,unu,1
1,range,1
1,senile,1
1,amazin,1
1,aflame,1
1,ojos,1
1,bamboo,1
1,braggin,1
1,god-sent,1
1,out.there,1
1,donny,1
1,mi-i-i-ind,1
1,oo-oo-oo,1
1,oh-we-oh,1
1,faint-hearted,1
1,helpful,1
1,everythin,1
1,bit,1
1,we-a,1
1,marked,1
1,one-by-one,1
1,light-weight,1
1,unlimited,1
1,"our,it",1
1,cheery,1
1,reverened,1
1,sensational,1
1,contemplated,1
1,braid,1
1,tallest,1
1,avid,1
1,buiseness,1
1,laden,1
1,balmy,1
1,finga,1
1,irresponsible,1
1,pez,1
1,hecho,1
1,irresistible,1
1,embarrased,1
1,superclean,1
1,lttle,1
1,abdominal,1
1,well-rehearsed,1
1,upside-down,1
1,savin,1
1,hoolagin,1
1,spread,1
1,all-nighter,1
1,detrimental,1
1,ab-sorb,1
1,lastest,1
1,coincidental,1
1,convertible,1
1,puzzle,1
1,"done,i",1
1,hot-spot,1
1,restrained,1
1,blinking,1
1,flowin,1
1,happiest,1
1,prompt,1
1,sexin,1
1,baw,1
1,rhymin,1
1,gross,1
1,princely,1
1,papi,1
1,believin,1
1,apparent,1
1,broken-hearted,1
1,dale,1
1,beginnin,1
1,irreplaceable,1
1,overpowering,1
1,freestyle,1
1,occasional,1
1,fine-tuned,1
1,trick,1
1,half,1
1,tribal,1
1,dj,1
1,logical,1
1,stunger,1
1,concerned,1
1,possess,1
1,vampin,1
1,mind(constantly,1
1,fuddled,1
1,intricate,1
1,double-u,1
1,rap-ass,1
1,diggedy-dun,1
1,flyest,1
1,complanin,1
1,come-and-get-me,1
1,stacked,1
1,rubbish,1
1,high-class,1
1,kickin,1
1,paramedic,1
1,narrative,1
1,dl,1
1,onesie,1
1,puzzling,1
1,womething,1
1,transcontinental,1
1,intuitive,1
1,superbullet,1
1,groovy,1
1,mum,1
1,vibealacious,1
1,indecisive,1
1,boomin,1
1,fishy,1
1,deceivin,1
1,nationwide,1
1,jewish,1
1,five-oh,1
1,lemmon,1
1,pimpin,1
1,flagrant,1
1,truest,1
1,mundane,1
1,ding-dong,1
1,slight,1
1,bleedin,1
1,dumber,1
1,dabbin,1
1,biggie,1
1,fly-ass,1
1,fluffy,1
1,unable,1
1,"oh,we",1
1,gushy,1
1,graceful,1
1,five-buck,1
1,reefer,1
1,newspaper,1
1,sadistic,1
1,resist,1
1,fail,1
1,miserable,1
1,ordered,1
1,hammer,1
1,wakin,1
1,dubious,1
1,subject,1
1,fried,1
1,neezy,1
1,dorr,1
1,accustomed,1
1,suckin,1
1,r&b,1
1,"engine,26",1
1,freakier,1
1,umm,1
1,rosie,1
1,knock-kneed,1
1,self-assured,1
1,fanicky,1
1,half-hearted,1
1,litter,1
1,royal,1
1,a-gunnin,1
1,haaaaaaaaa,1
1,self-centered,1
1,ghostwriter,1
1,blue-tiled,1
1,pulled,1
1,mod,1
1,distrustful,1
1,e-z,1
1,delayin,1
1,roomy,1
1,right-wing,1
1,ficticious,1
1,discreet,1
1,baritone,1
1,dreamy,1
1,long-haired,1
1,tapered,1
1,breakin,1
1,listening,1
1,startling,1
1,extensive,1
1,indigo,1
1,heavier,1
1,far-fetched,1
1,kapeesh,1
1,outie,1
1,"wildstle,laughin",1
1,ribbin,1
1,fattie,1
1,vocalizing,1
1,smashing,1
1,warmest,1
1,double-barrel,1
1,study,1
1,a-makin,1
1,experimental,1
1,woolrich,1
1,orthopedic,1
1,explicit,1
1,heatas,1
1,2.7,1
1,dumm,1
1,groer,1
1,blushin,1
1,captive,1
1,muggy,1
1,leanin,1
1,high-rise,1
1,floor(whoa,1
1,hallelujah,1
1,christal,1
1,courtless,1
1,creep,1
1,short-term,1
1,wayne,1
1,failed,1
1,pourin,1
1,\n,1
1,unbalanced,1
1,egotistical,1
1,spineless,1
1,creative,1
1,best-made,1
1,far-out,1
1,gilded,1
1,popularest,1
1,deaf,1
1,gustan,1
1,rappin,1
1,hoopty,1
1,unfounded,1
1,6th,1
1,nosy,1
1,potent,1
1,bozo,1
1,set,1
1,vds,1
1,stylishing,1
1,clad,1
1,relentless,1
1,tend,1
1,specific,1
1,bleached-blonde,1
1,conscious,1
1,snot-nosed,1
1,breed,1
1,pass-booted,1
1,hair-do,1
1,dealin,1
1,venereal,1
1,shots-a,1
1,rosy,1
1,yacht.just,1
1,half-broken,1
1,frizz,1
1,elaborate,1
1,life.my,1
1,pessimistic,1
1,"you,i",1
1,edgy,1
1,shaky,1
1,codeine,1
1,o.g.funk,1
1,boogedy-woogedly,1
1,inscrutable,1
1,whoo,1
1,swish,1
1,faked,1
1,idling,1
1,flirty,1
1,recent,1
1,infamous,1
1,timid,1
1,haunting,1
1,peachy,1
1,amour,1
1,playful,1
1,temperamental,1
1,mid-range,1
1,uncouth,1
1,one-man,1
1,dare,1
1,undefined,1
1,hidin,1
1,lesser,1
1,grim,1
1,guaranteed,1
1,alternate,1
1,bone-colored,1
1,hiring,1
1,snatchin,1
1,overfed,1
1,penultimate,1
1,you.ooooh,1
1,afro,1
1,16th,1
1,flossin,1
1,severe,1
1,noble,1
1,materialistic,1
1,immeasurable,1
1,backstreet,1
1,overweight,1
1,un-adult,1
1,o-u-t,1
1,raga,1
1,tit-tie,1
1,foreva,1
1,perty,1
1,norwegian,1
1,nine-pound,1
1,utmost,1
1,blamed,1
1,indivisible,1
1,senseless,1
1,drunken,1
1,narrow,1
1,stupendous,1
1,crushin,1
1,underfed,1
1,bustas,1
1,affectionate,1
1,forceful,1
1,"oh,oh",1
1,formative,1
1,come-on,1
1,leshaun,1
1,mystic,1
1,paper-thin,1
1,gangstas,1
1,four-hundred,1
1,unvarnished,1
1,patent,1
1,lickin,1
1,ludacris,1
1,inefficient,1
1,razzling,1
1,backseat,1
1,unclear,1
1,300,1
1,feinin,1
1,preconceived,1
1,swimmin,1
1,80s,1
1,null,1
1,puttin,1
1,towering,1
1,exclusive,1
1,killing,1
1,bearded,1
1,fre-eee,1
1,ester,1
