count,word
416,little
254,good
174,true
173,new
145,sweet
134,ooh
129,real
126,lonely
126,bad
118,long
106,hot
104,big
99,old
98,free
86,second
83,better
81,best
79,wild
75,cold
67,blue
66,right
60,crazy
59,strong
58,deep
58,perfect
57,sad
57,high
56,hard
54,dark
54,broken
50,easy
48,red
46,loving
44,higher
44,cool
43,alive
42,nasty
42,wrong
42,lovin
40,young
39,open
38,fine
38,rainy
37,special
36,rockin
32,happy
32,sure
32,small
30,hush
30,cruel
30,hungry
29,west
29,clear
29,blind
29,tired
28,steady
28,ready
27,private
27,live
27,afraid
25,green
25,nice
24,modern
23,bright
23,left
23,pretty
23,dead
23,ol
23,head
23,warm
22,sexy
22,slow
22,break
22,sweetest
22,different
22,lost
21,tight
21,dirty
20,emotional
20,weak
20,brighter
20,low
19,smooth
19,tough
19,beat
19,strange
19,shy
18,beautiful
18,stronger
18,physical
17,invisible
17,like
17,precious
16,wildest
16,brown
16,mad
16,freeze
16,single
15,human
15,loud
15,oh-oh-oh
15,lucky
14,funny
14,typical
14,welcome
14,come
14,eye-to-eye
14,oo
14,fast
13,separate
13,fit
13,oh-oh
13,shattered
13,longest
13,white
13,guilty
13,funky
12,closer
12,simple
12,okay
12,o-o-oh
12,non-stop
12,quiet
12,cherry
12,part-time
11,final
11,fading
11,solid
11,undercover
11,yah
11,let
11,borderline
11,feelin
11,na
11,greatest
11,love
11,foolish
11,wide
10,poor
10,rendez-vous
10,urgent
10,hurry
10,square
10,lovely
10,rich
10,feeling
10,golden
10,everyday
10,outside
10,wasting
10,great
10,innocent
10,east
9,ev'ry
9,black
9,gentle
9,safe
9,past
9,jealous
9,ooooh
9,living
9,close
8,dead-end
8,shoo
8,everlasting
8,fair
8,endless
8,magic
8,favorite
8,careful
8,sunny
8,la-la
8,do-do
8,pure
8,make
8,sleeping
8,soft
7,short
7,restless
7,footloose
7,glamorous
7,sexual
7,crowded
7,fairy
7,miss
7,gray
7,common
7,pink
7,certain
7,yellow
7,music
7,finer
7,older
7,crimson
7,rough
7,subtle
7,wonderful
7,doggone
6,scared
6,bizarre
6,quick
6,natural
6,romantic
6,light
6,late
6,no-one
6,fatal
6,secret
6,straight
6,eternal
6,average
6,worse
6,diddy
6,aware
6,ow
6,faded
6,clearer
6,wont
6,proud
6,longer
6,shiny
6,bigger
6,painted
6,weary
6,stray
6,fresh
6,shallow
6,token
5,karma
5,naughty
5,la
5,heavy
5,tall
5,cold-hearted
5,pia
5,eager
5,wet
5,female
5,local
5,worth
5,dear
5,dive
5,hardest
5,younger
5,darkest
5,said
5,glad
5,animal
5,northern
5,ooo
4,toughest
4,nah-ah
4,bold
4,sound
4,fat
4,over-loaded
4,highest
4,busy
4,mean
4,lotta
4,dizzy
4,sick
4,oooh
4,venomous
4,caribbean
4,frozen
4,sleepless
4,tragic
4,silly
4,thriller
4,inner
4,searchin
4,invincible
4,divine
4,electric
4,flowing
4,wicked
4,wonder
4,question
4,tame
4,movin
4,excited
4,moonlit
4,key
4,bittersweet
4,prettiest
4,southern
4,grand
4,lazy
4,buy
4,complete
4,burning
4,ordinary
4,tainted
4,feedin
4,es
4,unkind
4,ooh-ooh
4,larger
4,extra
4,heated
4,t-bird
4,obscene
3,nervous
3,follow
3,furthest
3,broad
3,building
3,bitter
3,pro
3,closest
3,tougher
3,cupid
3,hoo
3,misled
3,lonesome
3,nighttime
3,immune
3,hurt
3,purple
3,groovin
3,ohh
3,dry
3,second-hand
3,drunk
3,accroche-toi
3,sensitive
3,tropical
3,loose
3,ashamed
3,tiny
3,double
3,particular
3,humble
3,far
3,bother
3,official
3,magical
3,locked
3,friendly
3,wasted
3,laughin
3,grey
3,sacred
3,smart
3,bubble
3,tempt
3,sich
3,biggest
3,seventh
3,counter
3,helpless
3,heavenly
3,working
3,travelled
3,defenseless
3,repeat
3,solitary
3,treat
3,compatible
3,willing
3,stranger
3,insane
3,four-leaf
3,careless
3,grab
3,angry
3,harder
3,barbed
3,jamaican
3,possible
3,fancy
3,hopeless
3,becky
3,easier
3,brown-eyed
3,american
2,familiar
2,early
2,clean
2,corner
2,go-go
2,meant
2,vain
2,ugly
2,mutual
2,promised
2,old-fashioned
2,ohhh
2,blonde
2,middle
2,downtown
2,independent
2,watchin
2,neat
2,bound
2,expensive
2,deepest
2,passing
2,gay
2,dumb
2,skinny
2,unaffected
2,itchy
2,object
2,touch
2,distant
2,steadfast
2,famous
2,opening
2,thought
2,latest
2,headin
2,dich
2,surprised
2,god-found
2,desolate
2,cheap
2,firm
2,bushy
2,lu
2,tightened
2,unmistakable
2,frisky
2,foreign
2,colder
2,shocking
2,tramp
2,in)(yes
2,sweeter
2,soulful
2,unsure
2,primitive
2,body
2,rocky
2,leading
2,ooh-wah
2,disturbed
2,filled
2,mental
2,evil
2,public
2,high-o
2,unquenchable
2,raspberry
2,dried
2,built-in
2,dancin
2,personal
2,smoky
2,missing
2,fly
2,wee
2,adult
2,weaker
2,main
2,naive
2,lock
2,dull
2,oom
2,mich
2,juvenile
2,entangled
2,calm
2,hotter
2,sharper
2,permanent
2,fi
2,unspoken
2,furious
2,greasy
2,pleasing
2,pale
2,dim
2,daytime
2,silent
2,stormy
2,unknown
2,fragile
2,troubled
2,driving
2,able
2,one-way
2,lead
2,western
2,mixed
2,false
2,tommy
2,worst
2,flyin
2,tense
2,impossible
2,tattered
2,outrageous
2,finest
2,feel
2,curious
2,powerful
2,peculiar
2,flashy
2,loaded
2,warmer
1,peachy
1,restrained
1,gilded
1,classic
1,null
1,backstreet
1,wretched
1,favourite
1,later
1,tune
1,muscular
1,sleazy
1,flirty
1,opportunistic
1,idling
1,undefined
1,greater
1,tanned
1,original
1,paralysed
1,maximum
1,feed
1,darker
1,surfin
1,oh-a-ooh-ooh
1,sposed
1,breathless
1,intimate
1,luscious
1,digital
1,missin
1,heartless
1,tumbling
1,presidential
1,unbalanced
1,genau
1,hot-spot
1,ecstatic
1,ohohoho
1,blissful
1,heart-break
1,prepared
1,smoke-filled
1,important
1,surreal
1,deadly
1,faithful
1,shooting
1,seismic
1,graceful
1,oh-we-oh
1,locking
1,carved
1,used
1,temporary
1,mommy
1,proper
1,greener
1,ninth
1,breezy
1,superbullet
1,witty
1,eating
1,hearted
1,tawny
1,utter
1,chancy
1,couple
1,tidal
1,super
1,slick
1,noisy
1,discontented
1,10-pound
1,slender
1,irresponsible
1,flaky
1,oh-oh-oh-oh
1,sadistic
1,rougher
1,lean
1,rosy
1,chocolate-covered
1,loser
1,clad
1,whatcha
1,hung
1,passionate
1,italian
1,people
1,six-inch
1,experienced
1,unavoidable
1,grim
1,unique
1,groer
1,confusing
1,a-all
1,fourth
1,dreamy
1,discreet
1,seedy
1,slippery
1,inside
1,surrender
1,violent
1,hazardous
1,seaside
1,sleepy
1,gorgeous
1,sophisticated
1,bluest
1,antiquated
1,taller
1,rhythmic
1,irreversible
1,temperamental
1,musical
1,rush
1,raga
1,wise
1,intuitive
1,wish
1,bettin
1,n'true
1,brand-new
1,self-assured
1,puzzle
1,no-name
1,killed
1,thankful
1,widest
1,fallin
1,bubbly
1,superficial
1,sculpting
1,bored
1,razzling
1,rambler
1,itty-bitty
1,prepare
1,move-a
1,continental
1,virgin
1,quirky
1,ohoho
1,chinese
1,inscrutable
1,supersonic
1,unbelievable
1,stop
1,vicious
1,never-ending
1,lay
1,filthy
1,psychedelic
1,shady
1,unreal
1,ultimate
1,pay
1,einmal
1,pulled
1,cute
1,rusted
1,materialistic
1,headstrong
1,truthful
1,answer
1,foulest
1,following
1,slightest
1,leadin
1,thirsty
1,awesome
1,slim
