position,year,title.href,title,artist,lyrics,decade,song_key
34,1985,https://en.wikipedia.org/wiki/Sea_of_Love_(song),Sea of Love,The Honeydrippers,x,1980,1985-34
38,1985,https://en.wikipedia.org/wiki/Neutron_Dance,Neutron Dance,The Pointer Sisters,x,1980,1985-38
61,1985,https://en.wikipedia.org/wiki/Axel_F,Axel F,Harold Faltermeyer,x,1980,1985-61
66,1985,https://en.wikipedia.org/wiki/Run_to_You_(Bryan_Adams_song),Run to You,Bryan Adams,x,1980,1985-66
70,1985,https://en.wikipedia.org/wiki/Would_I_Lie_to_You%3F_(Eurythmics_song),Would I Lie to You?,Eurythmics,x,1980,1985-70
74,1985,https://en.wikipedia.org/wiki/Summer_Of_%2769,Summer Of '69,Bryan Adams,x,1980,1985-74
76,1985,https://en.wikipedia.org/wiki/Freedom_(Wham!_song),Freedom,Wham!,x,1980,1985-76
81,1985,https://en.wikipedia.org/wiki/Angel_(Madonna_song),Angel,Madonna,x,1980,1985-81
83,1985,https://en.wikipedia.org/wiki/Method_of_Modern_Love,Method of Modern Love,Daryl Hall and John Oates,x,1980,1985-83
92,1985,https://en.wikipedia.org/wiki/Born_in_the_U.S.A._(song),Born in the U.S.A.,Bruce Springsteen,x,1980,1985-92
5,1986,https://en.wikipedia.org/wiki/Broken_Wings_(Mr._Mister_song),Broken Wings,Mr. Mister,x,1980,1986-5
9,1986,https://en.wikipedia.org/wiki/Kyrie_(song),Kyrie,Mr. Mister,x,1980,1986-9
25,1986,https://en.wikipedia.org/wiki/Human_(The_Human_League_song),Human,The Human League,x,1980,1986-25
26,1986,https://en.wikipedia.org/wiki/I_Can%27t_Wait_(Nu_Shooz_song),I Can't Wait,Nu Shooz,x,1980,1986-26
48,1986,https://en.wikipedia.org/wiki/Manic_Monday,Manic Monday,The Bangles,x,1980,1986-48
61,1986,https://en.wikipedia.org/wiki/All_Cried_Out_(Lisa_Lisa_%26_Cult_Jam_song),All Cried Out,Lisa Lisa and Cult Jam,x,1980,1986-61
62,1986,https://en.wikipedia.org/wiki/Your_Love_(The_Outfield_song),Your Love,The Outfield,x,1980,1986-62
63,1986,https://en.wikipedia.org/wiki/I%27m_Your_Man_(Wham!_song),I'm Your Man,Wham!,x,1980,1986-63
66,1986,https://en.wikipedia.org/wiki/R.O.C.K._in_the_U.S.A.,R.O.C.K. in the U.S.A.,John Cougar Mellencamp,x,1980,1986-66
70,1986,https://en.wikipedia.org/wiki/Silent_Running_(On_Dangerous_Ground),Silent Running (On Dangerous Ground),Mike + The Mechanics,x,1980,1986-70
74,1986,https://en.wikipedia.org/wiki/All_I_Need_Is_a_Miracle,All I Need Is a Miracle,Mike + The Mechanics,x,1980,1986-74
81,1986,https://en.wikipedia.org/wiki/Tonight_She_Comes,Tonight She Comes,The Cars,x,1980,1986-81
83,1986,https://en.wikipedia.org/wiki/A_Love_Bizarre,A Love Bizarre,Sheila E.,x,1980,1986-83
89,1986,https://en.wikipedia.org/wiki/Walk_This_Way,Walk This Way,Run–D.M.C.,x,1980,1986-89
100,1986,https://en.wikipedia.org/wiki/Go_Home_(song),Go Home,Stevie Wonder,x,1980,1986-100
1,1987,https://en.wikipedia.org/wiki/Walk_Like_An_Egyptian,Walk Like An Egyptian,The Bangles,x,1980,1987-1
4,1987,https://en.wikipedia.org/wiki/I_Wanna_Dance_With_Somebody_(Who_Loves_Me),I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,x,1980,1987-4
8,1987,https://en.wikipedia.org/wiki/The_Way_It_Is_(song),The Way It Is,Bruce Hornsby and the Range,x,1980,1987-8
17,1987,https://en.wikipedia.org/wiki/Head_to_Toe,Head to Toe,Lisa Lisa and Cult Jam,x,1980,1987-17
24,1987,https://en.wikipedia.org/wiki/I_Want_Your_Sex,I Want Your Sex,George Michael,x,1980,1987-24
31,1987,https://en.wikipedia.org/wiki/Lost_in_Emotion,Lost in Emotion,Lisa Lisa and Cult Jam,x,1980,1987-31
42,1987,https://en.wikipedia.org/wiki/Who%27s_That_Girl_(Madonna_song),Who's That Girl,Madonna,x,1980,1987-42
46,1987,https://en.wikipedia.org/wiki/Causing_a_Commotion,Causing a Commotion,Madonna,x,1980,1987-46
50,1987,https://en.wikipedia.org/wiki/Will_You_Still_Love_Me%3F_(Chicago_song),Will You Still Love Me?,Chicago,x,1980,1987-50
55,1987,https://en.wikipedia.org/wiki/Songbird_(Kenny_G_composition),Songbird,Kenny G,x,1980,1987-55
58,1987,https://en.wikipedia.org/wiki/La_Isla_Bonita,La Isla Bonita,Madonna,x,1980,1987-58
62,1987,https://en.wikipedia.org/wiki/Come_Go_with_Me_(Expos%C3%A9_song),Come Go with Me,Expose,x,1980,1987-62
65,1987,https://en.wikipedia.org/wiki/Mandolin_Rain,Mandolin Rain,Bruce Hornsby and the Range,x,1980,1987-65
67,1987,https://en.wikipedia.org/wiki/Stand_by_Me_(song),Stand by Me,Ben E. King,x,1980,1987-67
72,1987,https://en.wikipedia.org/wiki/Rhythm_Is_Gonna_Get_You,Rhythm Is Gonna Get You,Gloria Estefan and Miami Sound Machine,x,1980,1987-72
73,1987,https://en.wikipedia.org/wiki/Rock_Steady_(The_Whispers_song),Rock Steady,The Whispers,x,1980,1987-73
77,1987,https://en.wikipedia.org/wiki/Let_Me_Be_the_One_(Expos%C3%A9_song),Let Me Be the One,Expose,x,1980,1987-77
80,1987,https://en.wikipedia.org/wiki/Point_of_No_Return_(Expos%C3%A9_song),Point of No Return,Expose,x,1980,1987-80
84,1987,https://en.wikipedia.org/wiki/Heat_of_the_Night,Heat of the Night,Bryan Adams,x,1980,1987-84
92,1987,https://en.wikipedia.org/wiki/Don%27t_Get_Me_Wrong,Don't Get Me Wrong,The Pretenders,x,1980,1987-92
99,1987,https://en.wikipedia.org/wiki/Funkytown#Pseudo_Echo_version,Funkytown,Pseudo Echo,x,1980,1987-99
13,1988,https://en.wikipedia.org/wiki/Anything_for_You_(Gloria_Estefan_song),Anything for You,Gloria Estefan and Miami Sound Machine,x,1980,1988-13
16,1988,https://en.wikipedia.org/wiki/Seasons_Change_(song),Seasons Change,Expose,x,1980,1988-16
18,1988,"https://en.wikipedia.org/wiki/Wild,_Wild_West_(The_Escape_Club_song)","Wild, Wild West",The Escape Club,x,1980,1988-18
35,1988,https://en.wikipedia.org/wiki/A_Hazy_Shade_of_Winter,A Hazy Shade of Winter,The Bangles,x,1980,1988-35
42,1988,https://en.wikipedia.org/wiki/Kokomo_(song),Kokomo,The Beach Boys,x,1980,1988-42
49,1988,https://en.wikipedia.org/wiki/The_Loco-Motion,The Loco-Motion,Kylie Minogue,x,1980,1988-49
50,1988,https://en.wikipedia.org/wiki/What_Have_I_Done_to_Deserve_This%3F_(song),What Have I Done to Deserve This?,Pet Shop Boys,x,1980,1988-50
59,1988,https://en.wikipedia.org/wiki/I_Want_to_Be_Your_Man,I Want to Be Your Man,Roger Troutman,x,1980,1988-59
62,1988,https://en.wikipedia.org/wiki/1-2-3_(Gloria_Estefan_and_Miami_Sound_Machine_song),2/1/2003,Gloria Estefan and Miami Sound Machine,x,1980,1988-62
72,1988,https://en.wikipedia.org/wiki/Everything_Your_Heart_Desires,Everything Your Heart Desires,Daryl Hall and John Oates,x,1980,1988-72
78,1988,https://en.wikipedia.org/wiki/The_Valley_Road,The Valley Road,Bruce Hornsby and the Range,x,1980,1988-78
87,1988,https://en.wikipedia.org/wiki/Nite_and_Day,Nite and Day,Al B. Sure!,x,1980,1988-87
88,1988,https://en.wikipedia.org/wiki/Don%27t_You_Know_What_the_Night_Can_Do%3F,Don't You Know What the Night Can Do?,Steve Winwood,x,1980,1988-88
90,1988,https://en.wikipedia.org/wiki/Can%27t_Stay_Away_from_You,Can't Stay Away from You,Gloria Estefan and Miami Sound Machine,x,1980,1988-90
93,1988,https://en.wikipedia.org/wiki/I_Still_Believe_(Brenda_K._Starr_song),I Still Believe,Brenda K. Starr,x,1980,1988-93
9,1989,"https://en.wikipedia.org/wiki/Baby,_I_Love_Your_Way/Freebird_Medley","Baby, I Love Your Way/Freebird Medley",Will to Power,x,1980,1989-9
25,1989,https://en.wikipedia.org/wiki/Like_a_Prayer_(song),Like a Prayer,Madonna,x,1980,1989-25
27,1989,https://en.wikipedia.org/wiki/How_Can_I_Fall%3F,How Can I Fall?,Breathe,x,1980,1989-27
31,1989,https://en.wikipedia.org/wiki/The_Living_Years_(song),The Living Years,Mike + The Mechanics,x,1980,1989-31
32,1989,https://en.wikipedia.org/wiki/Eternal_Flame_(song),Eternal Flame,The Bangles,x,1980,1989-32
33,1989,https://en.wikipedia.org/wiki/Wild_Thing_(Tone_L%C5%8Dc_song),Wild Thing,Tone Lōc,x,1980,1989-33
47,1989,https://en.wikipedia.org/wiki/Love_Shack,Love Shack,The B-52's,x,1980,1989-47
55,1989,https://en.wikipedia.org/wiki/Express_Yourself_(Madonna_song),Express Yourself,Madonna,x,1980,1989-55
59,1989,https://en.wikipedia.org/wiki/Cherish_(Madonna_song),Cherish,Madonna,x,1980,1989-59
63,1989,https://en.wikipedia.org/wiki/Second_Chance_(38_Special_song),Second Chance,38 Special,x,1980,1989-63
65,1989,https://en.wikipedia.org/wiki/Funky_Cold_Medina,Funky Cold Medina,Tone Lōc,x,1980,1989-65
66,1989,https://en.wikipedia.org/wiki/In_Your_Room_(The_Bangles_song),In Your Room,The Bangles,x,1980,1989-66
68,1989,https://en.wikipedia.org/wiki/Lovesong_(The_Cure_song),Lovesong,The Cure,x,1980,1989-68
76,1989,https://en.wikipedia.org/wiki/Stand_(R.E.M._song),Stand,R.E.M.,x,1980,1989-76
84,1989,https://en.wikipedia.org/wiki/What_I_Am,What I Am,Edie Brickell and New Bohemians,x,1980,1989-84
97,1989,https://en.wikipedia.org/wiki/What_You_Don%27t_Know_(Expos%C3%A9_song),What You Don't Know,Expose,x,1980,1989-97
98,1989,https://en.wikipedia.org/wiki/Surrender_to_Me_(Ann_Wilson_and_Robin_Zander_song),Surrender To Me,Ann Wilson,x,1980,1989-98
5,1990,https://en.wikipedia.org/wiki/Vogue_(Madonna_song),Vogue,Madonna,x,1990,1990-5
26,1990,https://en.wikipedia.org/wiki/The_Power_(Snap!_song),The Power,Snap!,x,1990,1990-26
37,1990,https://en.wikipedia.org/wiki/Downtown_Train,Downtown Train,Rod Stewart,x,1990,1990-37
40,1990,https://en.wikipedia.org/wiki/Roam,Roam,The B-52s,x,1990,1990-40
42,1990,https://en.wikipedia.org/wiki/Back_to_Life_(However_Do_You_Want_Me),Back to Life (However Do You Want Me),Soul II Soul,x,1990,1990-42
45,1990,https://en.wikipedia.org/wiki/Ice_Ice_Baby,Ice Ice Baby,Vanilla Ice,x,1990,1990-45
62,1990,https://en.wikipedia.org/wiki/The_Humpty_Dance,The Humpty Dance,Digital Underground,x,1990,1990-62
71,1990,https://en.wikipedia.org/wiki/What_Kind_of_Man_Would_I_Be%3F,What Kind of Man Would I Be?,Chicago,x,1990,1990-71
78,1990,https://en.wikipedia.org/wiki/Love_Shack,Love Shack,The B-52s,x,1990,1990-78
85,1990,https://en.wikipedia.org/wiki/C%27mon_and_Get_My_Love,C'mon and Get My Love,D Mob,x,1990,1990-85
87,1990,,We Can't Go Wrong,The Cover Girls,x,1990,1990-87
93,1990,https://en.wikipedia.org/wiki/Jerk_Out,Jerk Out,The Time,x,1990,1990-93
96,1990,https://en.wikipedia.org/wiki/Without_You_(M%C3%B6tley_Cr%C3%BCe_song),Without You,Mötley Crue,x,1990,1990-96
1,1991,https://en.wikipedia.org/wiki/(Everything_I_Do)_I_Do_It_for_You,(Everything I Do) I Do It for You,Bryan Adams,x,1990,1991-1
2,1991,https://en.wikipedia.org/wiki/I_Wanna_Sex_You_Up,I Wanna Sex You Up,Color Me Badd,x,1990,1991-2
3,1991,https://en.wikipedia.org/wiki/Gonna_Make_You_Sweat_(Everybody_Dance_Now),Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,x,1990,1991-3
12,1991,https://en.wikipedia.org/wiki/Because_I_Love_You_(The_Postman_Song),Because I Love You (The Postman Song),Stevie B,x,1990,1991-12
21,1991,https://en.wikipedia.org/wiki/Justify_My_Love,Justify My Love,Madonna,x,1990,1991-21
33,1991,https://en.wikipedia.org/wiki/Losing_My_Religion,Losing My Religion,R.E.M.,x,1990,1991-33
35,1991,https://en.wikipedia.org/wiki/Here_We_Go_(Let%27s_Rock_%26_Roll),Here We Go,C+C Music Factory,x,1990,1991-35
38,1991,https://en.wikipedia.org/wiki/Summertime_(DJ_Jazzy_Jeff_%26_The_Fresh_Prince_song),Summertime,DJ Jazzy Jeff and The Fresh Prince,x,1990,1991-38
40,1991,https://en.wikipedia.org/wiki/P.A.S.S.I.O.N._(song),P.A.S.S.I.O.N.,Rythm Syndicate,x,1990,1991-40
47,1991,https://en.wikipedia.org/wiki/Power_of_Love/Love_Power,Power of Love/Love Power,Luther Vandross,x,1990,1991-47
51,1991,https://en.wikipedia.org/wiki/Things_That_Make_You_Go_Hmmm...,Things That Make You Go Hmmm...,C+C Music Factory,x,1990,1991-51
59,1991,https://en.wikipedia.org/wiki/Can%27t_Stop_This_Thing_We_Started,Can't Stop This Thing We Started,Bryan Adams,x,1990,1991-59
61,1991,https://en.wikipedia.org/wiki/3_a.m._Eternal,3 a.m. Eternal,The KLF,x,1990,1991-61
65,1991,,I'll Be There,The Escape Club,x,1990,1991-65
67,1991,https://en.wikipedia.org/wiki/Now_That_We_Found_Love,Now That We Found Love,Heavy D and the Boyz,x,1990,1991-67
77,1991,,Place in this World,Michael W. Smith,x,1990,1991-77
82,1991,https://en.wikipedia.org/wiki/Silent_Lucidity,Silent Lucidity,Queensrÿche,x,1990,1991-82
100,1991,https://en.wikipedia.org/wiki/Shiny_Happy_People,Shiny Happy People,R.E.M.,x,1990,1991-100
12,1992,https://en.wikipedia.org/wiki/To_Be_with_You,To Be with You,Mr. Big,x,1990,1992-12
13,1992,https://en.wikipedia.org/wiki/I%27m_Too_Sexy,I'm Too Sexy,Right Said Fred,x,1990,1992-13
21,1992,https://en.wikipedia.org/wiki/This_Used_to_Be_My_Playground,This Used to Be My Playground,Madonna,x,1990,1992-21
34,1992,https://en.wikipedia.org/wiki/Damn_I_Wish_I_Was_Your_Lover,Damn I Wish I Was Your Lover,Sophie B. Hawkins,x,1990,1992-34
44,1992,https://en.wikipedia.org/wiki/Set_Adrift_on_Memory_Bliss,Set Adrift on Memory Bliss,P.M. Dawn,x,1990,1992-44
46,1992,https://en.wikipedia.org/wiki/Too_Legit_to_Quit_(song),2 Legit 2 Quit,Hammer,x,1990,1992-46
49,1992,https://en.wikipedia.org/wiki/Wishing_on_a_Star,Wishing on a Star,The Cover Girls,x,1990,1992-49
51,1992,https://en.wikipedia.org/wiki/I%27d_Die_Without_You,I'd Die Without You,P.M. Dawn,x,1990,1992-51
59,1992,https://en.wikipedia.org/wiki/How_Do_You_Talk_to_an_Angel,How Do You Talk to an Angel,The Heights,x,1990,1992-59
61,1992,https://en.wikipedia.org/wiki/Keep_on_Walkin%27_(song),Keep on Walkin',CeCe Peniston,x,1990,1992-61
70,1992,https://en.wikipedia.org/wiki/Do_I_Have_to_Say_the_Words%3F,Do I Have to Say the Words?,Bryan Adams,x,1990,1992-70
71,1992,https://en.wikipedia.org/wiki/Friday_I%27m_in_Love,Friday I'm in Love,The Cure,x,1990,1992-71
74,1992,https://en.wikipedia.org/wiki/Thought_I%27d_Died_and_Gone_to_Heaven,Thought I'd Died and Gone to Heaven,Bryan Adams,x,1990,1992-74
75,1992,https://en.wikipedia.org/wiki/Rhythm_Is_a_Dancer,Rhythm Is a Dancer,Snap!,x,1990,1992-75
78,1992,,Back to the Hotel,N2Deep,x,1990,1992-78
85,1992,https://en.wikipedia.org/wiki/Real_Love_(Mary_J._Blige_song),Real Love,Mary J. Blige,x,1990,1992-85
86,1992,https://en.wikipedia.org/wiki/Justified_and_Ancient,Justified and Ancient,The KLF,x,1990,1992-86
90,1992,https://en.wikipedia.org/wiki/Would_I_Lie_to_You%3F_(Charles_%26_Eddie_song),Would I Lie to You?,Charles and Eddie,x,1990,1992-90
95,1992,,Just Take My Heart,Mr. Big,x,1990,1992-95
97,1992,https://en.wikipedia.org/wiki/We_Got_a_Love_Thang,We Got a Love Thang,CeCe Peniston,x,1990,1992-97
11,1993,https://en.wikipedia.org/wiki/Nuthin%27_but_a_%27G%27_Thang,Nuthin' but a 'G' Thang,Dr. Dre,x,1990,1993-11
15,1993,https://en.wikipedia.org/wiki/Lately_(Jodeci_song),Lately,Jodeci,x,1990,1993-15
17,1993,https://en.wikipedia.org/wiki/Show_Me_Love_(Robin_S._song),Show Me Love,Robin S.,x,1990,1993-17
23,1993,https://en.wikipedia.org/wiki/I%27ll_Never_Get_Over_You_(Getting_Over_Me),I'll Never Get Over You (Getting Over Me),Expose,x,1990,1993-23
25,1993,https://en.wikipedia.org/wiki/Rhythm_Is_a_Dancer,Rhythm Is a Dancer,Snap!,x,1990,1993-25
27,1993,https://en.wikipedia.org/wiki/I%27m_Gonna_Be_(500_Miles),I'm Gonna Be (500 Miles),The Proclaimers,x,1990,1993-27
35,1993,https://en.wikipedia.org/wiki/If_I_Had_No_Loot,If I Had No Loot,Tony! Toni! Tone!,x,1990,1993-35
38,1993,https://en.wikipedia.org/wiki/Looking_Through_Patient_Eyes,Looking Through Patient Eyes,P.M. Dawn,x,1990,1993-38
43,1993,https://en.wikipedia.org/wiki/I%27d_Die_Without_You,I'd Die Without You,P.M. Dawn,x,1990,1993-43
44,1993,"https://en.wikipedia.org/wiki/Whoot,_There_It_Is","Whoot, There It Is",95 South,x,1990,1993-44
50,1993,https://en.wikipedia.org/wiki/What%27s_Up%3F_(song),What's Up?,4 Non Blondes,x,1990,1993-50
53,1993,https://en.wikipedia.org/wiki/Fuck_wit_Dre_Day_(And_Everybody%27s_Celebratin%27),Dre Day,Dr. Dre,x,1990,1993-53
56,1993,https://en.wikipedia.org/wiki/I_Get_Around_(Tupac_Shakur_song),I Get Around,2Pac,x,1990,1993-56
58,1993,https://en.wikipedia.org/wiki/Real_Love_(Mary_J._Blige_song),Real Love,Mary J. Blige,x,1990,1993-58
66,1993,https://en.wikipedia.org/wiki/Deeper_and_Deeper,Deeper and Deeper,Madonna,x,1990,1993-66
67,1993,https://en.wikipedia.org/wiki/Rain_(Madonna_song),Rain,Madonna,x,1990,1993-67
73,1993,https://en.wikipedia.org/wiki/Forever_in_Love_(instrumental),Forever in Love,Kenny G,x,1990,1993-73
75,1993,https://en.wikipedia.org/wiki/Boom!_Shake_the_Room,Boom! Shake the Room,DJ Jazzy Jeff and The Fresh Prince,x,1990,1993-75
80,1993,https://en.wikipedia.org/wiki/How_Do_You_Talk_to_an_Angel,How Do You Talk to an Angel,The Heights,x,1990,1993-80
88,1993,https://en.wikipedia.org/wiki/O-o-h_Child,O-o-h Child,Dino,x,1990,1993-88
93,1993,https://en.wikipedia.org/wiki/Three_Little_Pigs_(song),Three Little Pigs,Green Jellÿ,x,1990,1993-93
97,1993,https://en.wikipedia.org/wiki/Anniversary_(song),Anniversary,Tony! Toni! Tone!,x,1990,1993-97
6,1994,https://en.wikipedia.org/wiki/Stay_(I_Missed_You),Stay (I Missed You),Lisa Loeb and Nine Stories,x,1990,1994-6
8,1994,https://en.wikipedia.org/wiki/All_for_Love_(song),All for Love,Bryan Adams,x,1990,1994-8
11,1994,https://en.wikipedia.org/wiki/Bump_n%27_Grind_(R._Kelly_song),Bump n' Grind,R. Kelly,x,1990,1994-11
13,1994,https://en.wikipedia.org/wiki/I%27ll_Remember,I'll Remember,Madonna,x,1990,1994-13
16,1994,https://en.wikipedia.org/wiki/Without_You_(Badfinger_song)#Mariah_Carey_version,Without You / Never Forget You,Mariah Carey,x,1990,1994-16
18,1994,https://en.wikipedia.org/wiki/Can_You_Feel_the_Love_Tonight,Can You Feel the Love Tonight,Elton John,x,1990,1994-18
19,1994,https://en.wikipedia.org/wiki/The_Most_Beautiful_Girl_in_the_World_(Prince_song),The Most Beautiful Girl in the World,Prince,x,1990,1994-19
27,1994,https://en.wikipedia.org/wiki/Please_Forgive_Me,Please Forgive Me,Bryan Adams,x,1990,1994-27
40,1994,https://en.wikipedia.org/wiki/Because_the_Night,Because the Night,"10,000 Maniacs",x,1990,1994-40
46,1994,https://en.wikipedia.org/wiki/100%25_Pure_Love,100% Pure Love,Crystal Waters,x,1990,1994-46
49,1994,https://en.wikipedia.org/wiki/Linger_(song),Linger,The Cranberries,x,1990,1994-49
61,1994,https://en.wikipedia.org/wiki/Keep_Ya_Head_Up,Keep Ya Head Up,2Pac,x,1990,1994-61
62,1994,https://en.wikipedia.org/wiki/What%27s_My_Name%3F_(Snoop_Doggy_Dogg_song),What's My Name?,Snoop Doggy Dogg,x,1990,1994-62
64,1994,https://en.wikipedia.org/wiki/Your_Body%27s_Callin%27,Your Body's Callin',R. Kelly,x,1990,1994-64
65,1994,https://en.wikipedia.org/wiki/Tootsee_Roll,Tootsee Roll,69 Boyz,x,1990,1994-65
84,1994,https://en.wikipedia.org/wiki/Secret_(Madonna_song),Secret,Madonna,x,1990,1994-84
88,1994,,Got Me Waiting,Heavy D and the Boyz,x,1990,1994-88
8,1995,https://en.wikipedia.org/wiki/Take_a_Bow_(Madonna_song),Take a Bow,Madonna,x,1990,1995-8
9,1995,https://en.wikipedia.org/wiki/Don%27t_Take_It_Personal_(Just_One_of_Dem_Days),Don't Take It Personal (Just One of Dem Days),Monica,x,1990,1995-9
16,1995,https://en.wikipedia.org/wiki/Have_You_Ever_Really_Loved_a_Woman%3F,Have You Ever Really Loved a Woman?,Bryan Adams,x,1990,1995-16
23,1995,https://en.wikipedia.org/wiki/One_More_Chance_(The_Notorious_B.I.G._song),One More Chance,The Notorious B.I.G.,x,1990,1995-23
32,1995,https://en.wikipedia.org/wiki/Someone_to_Love_(Jon_B._song),Someone to Love,Jon B.,x,1990,1995-32
38,1995,https://en.wikipedia.org/wiki/Run_Away_(Real_McCoy_song),Run Away,Real McCoy,x,1990,1995-38
39,1995,https://en.wikipedia.org/wiki/As_I_Lay_Me_Down,As I Lay Me Down,Sophie B. Hawkins,x,1990,1995-39
42,1995,https://en.wikipedia.org/wiki/I%27ll_Be_There_for_You/You%27re_All_I_Need_to_Get_By,I'll Be There for You/You're All I Need to Get By,Method Man,x,1990,1995-42
47,1995,https://en.wikipedia.org/wiki/Big_Poppa,Big Poppa,The Notorious B.I.G.,x,1990,1995-47
48,1995,https://en.wikipedia.org/wiki/Sukiyaki_(song),Sukiyaki,4 P.M.,x,1990,1995-48
51,1995,https://en.wikipedia.org/wiki/Dear_Mama,Dear Mama,2Pac,x,1990,1995-51
52,1995,,Hold On,Jamie Walters,x,1990,1995-52
53,1995,https://en.wikipedia.org/wiki/Keep_Their_Heads_Ringin%27,Keep Their Heads Ringin',Dr. Dre,x,1990,1995-53
57,1995,https://en.wikipedia.org/wiki/Freek%27n_You,Freek'n You,Jodeci,x,1990,1995-57
63,1995,https://en.wikipedia.org/wiki/Tootsee_Roll,Tootsee Roll,69 Boyz,x,1990,1995-63
71,1995,https://en.wikipedia.org/wiki/Secret_(Madonna_song),Secret,Madonna,x,1990,1995-71
72,1995,https://en.wikipedia.org/wiki/Player%27s_Anthem,Player's Anthem,Junior M.A.F.I.A.,x,1990,1995-72
76,1995,https://en.wikipedia.org/wiki/Short_Dick_Man,Short Dick Man,20 Fingers,x,1990,1995-76
82,1995,https://en.wikipedia.org/wiki/100%25_Pure_Love,100% Pure Love,Crystal Waters,x,1990,1995-82
95,1995,https://en.wikipedia.org/wiki/I%27ll_Stand_by_You,I'll Stand by You,The Pretenders,x,1990,1995-95
96,1995,https://en.wikipedia.org/wiki/I_Miss_You_(N_II_U_song),I Miss You,N II U,x,1990,1995-96
1,1996,https://en.wikipedia.org/wiki/Macarena_(song),Macarena (Bayside Boys Mix),Los del Río,x,1990,1996-1
4,1996,https://en.wikipedia.org/wiki/Nobody_Knows_(Tony_Rich_song),Nobody Knows,The Tony Rich Project,x,1990,1996-4
9,1996,https://en.wikipedia.org/wiki/You%27re_Makin%27_Me_High,You're Makin' Me High / Let It Flow,Toni Braxton,x,1990,1996-9
15,1996,https://en.wikipedia.org/wiki/Follow_You_Down,Follow You Down / Til I Hear It from You,Gin Blossoms,x,1990,1996-15
17,1996,https://en.wikipedia.org/wiki/How_Do_U_Want_It,How Do U Want It / California Love,2Pac,x,1990,1996-17
27,1996,https://en.wikipedia.org/wiki/I_Can%27t_Sleep_Baby_(If_I),I Can't Sleep Baby (If I),R. Kelly,x,1990,1996-27
29,1996,https://en.wikipedia.org/wiki/You_Learn,You Learn / You Oughta Know,Alanis Morissette,x,1990,1996-29
32,1996,https://en.wikipedia.org/wiki/Not_Gon%27_Cry,Not Gon' Cry,Mary J. Blige,x,1990,1996-32
34,1996,https://en.wikipedia.org/wiki/Only_You_(112_song),Only You,112,x,1990,1996-34
35,1996,https://en.wikipedia.org/wiki/Down_Low_(Nobody_Has_to_Know),Down Low (Nobody Has to Know),R. Kelly,x,1990,1996-35
38,1996,https://en.wikipedia.org/wiki/Before_You_Walk_Out_of_My_Life,Before You Walk Out of My Life / Like This and Like That,Monica,x,1990,1996-38
43,1996,https://en.wikipedia.org/wiki/Anything_(3T_song),Anything,3T,x,1990,1996-43
44,1996,https://en.wikipedia.org/wiki/1979_(song),1979,The Smashing Pumpkins,x,1990,1996-44
46,1996,https://en.wikipedia.org/wiki/Why_I_Love_You_So_Much,Why I Love You So Much / Ain't Nobody,Monica,x,1990,1996-46
47,1996,,Kissin' You,Total,x,1990,1996-47
51,1996,https://en.wikipedia.org/wiki/You%27ll_See,You'll See,Madonna,x,1990,1996-51
64,1996,https://en.wikipedia.org/wiki/Tonite%27s_tha_Night,Tonite's tha Night ,Kris Kross,x,1990,1996-64
65,1996,https://en.wikipedia.org/wiki/Children_(Robert_Miles_song),Children,Robert Miles,x,1990,1996-65
74,1996,https://en.wikipedia.org/wiki/Old_Man_%26_Me_(When_I_Get_To_Heaven),Old Man and Me (When I Get To Heaven),Hootie and the Blowfish,x,1990,1996-74
76,1996,https://en.wikipedia.org/wiki/As_I_Lay_Me_Down,As I Lay Me Down,Sophie B. Hawkins,x,1990,1996-76
77,1996,"https://en.wikipedia.org/wiki/Keep_On,_Keepin%27_On_(MC_Lyte_song)","Keep On, Keepin' On",MC Lyte,x,1990,1996-77
83,1996,https://en.wikipedia.org/wiki/You_Remind_Me_of_Something,You Remind Me of Something,R. Kelly,x,1990,1996-83
89,1996,https://en.wikipedia.org/wiki/Get_Money_(Junior_M.A.F.I.A._song),Get Money,Junior M.A.F.I.A.,x,1990,1996-89
98,1996,https://en.wikipedia.org/wiki/Macarena_(song),Macarena,Los del Río,x,1990,1996-98
1,1997,https://en.wikipedia.org/wiki/Something_About_the_Way_You_Look_Tonight,Something About the Way You Look Tonight / Candle in the Wind 1997,Elton John,x,1990,1997-1
2,1997,https://en.wikipedia.org/wiki/Foolish_Games,Foolish Games / You Were Meant for Me,Jewel,x,1990,1997-2
6,1997,https://en.wikipedia.org/wiki/I_Believe_I_Can_Fly,I Believe I Can Fly,R. Kelly,x,1990,1997-6
7,1997,https://en.wikipedia.org/wiki/Don%27t_Let_Go_(Love),Don't Let Go (Love),En Vogue,x,1990,1997-7
15,1997,https://en.wikipedia.org/wiki/Bitch_(Meredith_Brooks_song),Bitch,Meredith Brooks,x,1990,1997-15
16,1997,https://en.wikipedia.org/wiki/Nobody_(Keith_Sweat_song),Nobody_(Keith_Sweat_song),Keith Sweat,x,1990,1997-16
20,1997,https://en.wikipedia.org/wiki/Mo_Money_Mo_Problems,Mo Money Mo Problems,The Notorious B.I.G.,x,1990,1997-20
24,1997,,I Belong to You (Every Time I See Your Face),Rome,x,1990,1997-24
