position,year,title.href,title,artist,lyrics,decade,song_key
25,1997,https://en.wikipedia.org/wiki/Hypnotize_(The_Notorious_B.I.G._song),Hypnotize,The Notorious B.I.G.,x,1990,1997-25
37,1997,https://en.wikipedia.org/wiki/Jock_Jam,The Jock Jam,,x,1990,1997-37
38,1997,https://en.wikipedia.org/wiki/Cupid_(112_song),Cupid,112,x,1990,1997-38
39,1997,https://en.wikipedia.org/wiki/Where_Have_All_the_Cowboys_Gone%3F,Where Have All the Cowboys Gone?,Paula Cole,x,1990,1997-39
42,1997,https://en.wikipedia.org/wiki/Ooh_Aah..._Just_a_Little_Bit,Ooh Aah... Just a Little Bit,Gina G,x,1990,1997-42
46,1997,https://en.wikipedia.org/wiki/Invisible_Man_(song),Invisible Man,98 Degrees,x,1990,1997-46
49,1997,https://en.wikipedia.org/wiki/Get_It_Together_(702_song),Get It Together,702,x,1990,1997-49
59,1997,https://en.wikipedia.org/wiki/Up_Jumps_da_Boogie,Up Jumps da Boogie,Timbaland and Magoo,x,1990,1997-59
60,1997,https://en.wikipedia.org/wiki/I_Don%27t_Want_To,I Don't Want To / I Love Me Some Him,Toni Braxton,x,1990,1997-60
69,1997,https://en.wikipedia.org/wiki/My_Baby_Daddy,My Baby Daddy,B-Rock and the Bizz,x,1990,1997-69
71,1997,https://en.wikipedia.org/wiki/Gotham_City_(song),Gotham City,R. Kelly,x,1990,1997-71
82,1997,https://en.wikipedia.org/wiki/Macarena_(song),Macarena (Bayside Boys Mix),Los del Río,x,1990,1997-82
92,1997,https://en.wikipedia.org/wiki/Coco_Jambo,Coco Jambo,Mr. President,x,1990,1997-92
95,1997,https://en.wikipedia.org/wiki/When_You%27re_Gone_(The_Cranberries_song),When You're Gone / Free to Decide,The Cranberries,x,1990,1997-95
97,1997,https://en.wikipedia.org/wiki/I_Like_It_Like_That_(Pete_Rodriguez_song)#The_Blackout_All-Stars_version,I Like It,The Blackout All-Stars,x,1990,1997-97
98,1997,https://en.wikipedia.org/wiki/You%27re_Makin%27_Me_High,You're Makin' Me High / Let It Flow,Toni Braxton,x,1990,1997-98
6,1998,https://en.wikipedia.org/wiki/Together_Again_(Janet_Jackson_song),Together Again,Janet,x,1990,1998-6
7,1998,https://en.wikipedia.org/wiki/All_My_Life_(K-Ci_%26_JoJo_song),All My Life,K-Ci and JoJo,x,1990,1998-7
8,1998,https://en.wikipedia.org/wiki/Candle_in_the_Wind_1997,Candle in the Wind 1997,Elton John,x,1990,1998-8
32,1998,https://en.wikipedia.org/wiki/Frozen_(Madonna_song),Frozen,Madonna,x,1990,1998-32
38,1998,https://en.wikipedia.org/wiki/When_the_Lights_Go_Out,When the Lights Go Out,Five,x,1990,1998-38
39,1998,https://en.wikipedia.org/wiki/They_Don%27t_Know_(Jon_B_song),They Don't Know,Jon B.,x,1990,1998-39
47,1998,https://en.wikipedia.org/wiki/Come_with_Me_(Puff_Daddy_song),Come with Me,Puff Daddy,x,1990,1998-47
48,1998,https://en.wikipedia.org/wiki/Romeo_and_Juliet_(Sylk-E._Fyne_song),Romeo and Juliet,Sylk-E. Fyne,x,1990,1998-48
49,1998,https://en.wikipedia.org/wiki/It%27s_All_About_Me,It's All About Me,Mýa,x,1990,1998-49
52,1998,https://en.wikipedia.org/wiki/Swing_My_Way,Swing My Way,K. P. and Envyi,x,1990,1998-52
65,1998,https://en.wikipedia.org/wiki/Are_You_Jimmy_Ray%3F,Are You Jimmy Ray?,Jimmy Ray,x,1990,1998-65
70,1998,https://en.wikipedia.org/wiki/Ghetto_Supastar_(That_Is_What_You_Are),Ghetto Supastar (That Is What You Are),Pras Michel,x,1990,1998-70
73,1998,https://en.wikipedia.org/wiki/Turn_It_Up_(Remix)/Fire_It_Up,Turn It Up (Remix)/Fire It Up,Busta Rhymes,x,1990,1998-73
75,1998,https://en.wikipedia.org/wiki/Ray_of_Light,Ray of Light,Madonna,x,1990,1998-75
78,1998,"https://en.wikipedia.org/wiki/Money,_Power_%26_Respect_(song)","Money, Power and Respect",The LOX,x,1990,1998-78
79,1998,https://en.wikipedia.org/wiki/Bitter_Sweet_Symphony,Bitter Sweet Symphony,The Verve,x,1990,1998-79
82,1998,https://en.wikipedia.org/wiki/Because_of_You_(98_Degrees_song),Because of You,98 Degrees,x,1990,1998-82
87,1998,https://en.wikipedia.org/wiki/Foolish_Games,Foolish Games / You Were Meant for Me,Jewel,x,1990,1998-87
89,1998,https://en.wikipedia.org/wiki/Do_for_Love,Do for Love,2Pac,x,1990,1998-89
11,1999,https://en.wikipedia.org/wiki/Where_My_Girls_At%3F,Where My Girls At?,702,x,1990,1999-11
14,1999,https://en.wikipedia.org/wiki/Have_You_Ever%3F,Have You Ever?,Brandy,x,1990,1999-14
16,1999,https://en.wikipedia.org/wiki/I%27m_Your_Angel,I'm Your Angel,R. Kelly,x,1990,1999-16
27,1999,https://en.wikipedia.org/wiki/What%27s_It_Gonna_Be%3F!,What's It Gonna Be?!,Busta Rhymes,x,1990,1999-27
37,1999,https://en.wikipedia.org/wiki/The_Hardest_Thing_(98_Degrees_song),The Hardest Thing,98 Degrees,x,1990,1999-37
47,1999,https://en.wikipedia.org/wiki/Anywhere_(112_song),Anywhere,112,x,1990,1999-47
48,1999,https://en.wikipedia.org/wiki/Tell_Me_It%27s_Real,Tell Me It's Real,K-Ci and JoJo,x,1990,1999-48
68,1999,https://en.wikipedia.org/wiki/I_Do_(Cherish_You),I Do (Cherish You),98 Degrees,x,1990,1999-68
69,1999,https://en.wikipedia.org/wiki/Because_of_You_(98_Degrees_song),Because of You,98 Degrees,x,1990,1999-69
75,1999,https://en.wikipedia.org/wiki/Back_That_Azz_Up,Back That Azz Up,Juvenile,x,1990,1999-75
83,1999,https://en.wikipedia.org/wiki/When_a_Woman%27s_Fed_Up,When a Woman's Fed Up,R. Kelly,x,1990,1999-83
93,1999,https://en.wikipedia.org/wiki/A_Lesson_in_Leavin%27#Jo_Dee_Messina_version,A Lesson in Leavin',Jo Dee Messina,x,1990,1999-93
14,2000,https://en.wikipedia.org/wiki/Thong_Song,Thong Song,Sisqó,x,2000,2000-14
15,2000,https://en.wikipedia.org/wiki/Kryptonite_(3_Doors_Down_song),Kryptonite,3 Doors Down,x,2000,2000-15
17,2000,https://en.wikipedia.org/wiki/Music_(Madonna_song),Music,Madonna,x,2000,2000-17
25,2000,https://en.wikipedia.org/wiki/Incomplete_(Sisq%C3%B3_song),Incomplete,Sisqó,x,2000,2000-25
29,2000,https://en.wikipedia.org/wiki/Country_Grammar_(Hot_Shit),Country Grammar (Hot Shit),Nelly,x,2000,2000-29
38,2000,https://en.wikipedia.org/wiki/Come_On_Over_Baby_(All_I_Want_Is_You),Come On Over Baby (All I Want Is You),Christina Aguilera,x,2000,2000-38
57,2000,https://en.wikipedia.org/wiki/Give_Me_Just_One_Night_(Una_Noche),Give Me Just One Night (Una Noche),98 Degrees,x,2000,2000-57
68,2000,https://en.wikipedia.org/wiki/Shake_Ya_Ass,Shake Ya Ass,Mystikal,x,2000,2000-68
72,2000,https://en.wikipedia.org/wiki/Case_of_the_Ex,Case of the Ex,Mýa,x,2000,2000-72
73,2000,https://en.wikipedia.org/wiki/Forgot_About_Dre,Forgot About Dre,Dr. Dre,x,2000,2000-73
76,2000,https://en.wikipedia.org/wiki/The_Next_Episode,The Next Episode,Dr. Dre,x,2000,2000-76
82,2000,https://en.wikipedia.org/wiki/How_Do_You_Like_Me_Now%3F!_(song),How Do You Like Me Now?!,Toby Keith,x,2000,2000-82
92,2000,,24-Jul,Kevon Edmonds,x,2000,2000-92
97,2000,https://en.wikipedia.org/wiki/Independent_Women,Independent Women,Destiny's Child,x,2000,2000-97
3,2001,https://en.wikipedia.org/wiki/All_for_You_(Janet_Jackson_song),All for You,Janet,x,2000,2001-3
4,2001,https://en.wikipedia.org/wiki/Drops_of_Jupiter_(Tell_Me),Drops of Jupiter (Tell Me),Train,x,2000,2001-4
10,2001,https://en.wikipedia.org/wiki/Independent_Women,Independent Women,Destiny's Child,x,2000,2001-10
16,2001,https://en.wikipedia.org/wiki/Where_the_Party_At,Where the Party At,Jagged Edge,x,2000,2001-16
20,2001,https://en.wikipedia.org/wiki/Peaches_%26_Cream_(112_song),Peaches and Cream,112,x,2000,2001-20
22,2001,https://en.wikipedia.org/wiki/What_Would_You_Do%3F_(City_High_song),What Would You Do?,City High,x,2000,2001-22
31,2001,https://en.wikipedia.org/wiki/Family_Affair_(Mary_J._Blige_song),Family Affair,Mary J. Blige,x,2000,2001-31
34,2001,https://en.wikipedia.org/wiki/Don%27t_Tell_Me_(Madonna_song),Don't Tell Me,Madonna,x,2000,2001-34
36,2001,https://en.wikipedia.org/wiki/Crazy_(K-Ci_and_JoJo_song),Crazy,K-Ci and JoJo,x,2000,2001-36
38,2001,https://en.wikipedia.org/wiki/Someone_to_Call_My_Lover,Someone to Call My Lover,Janet,x,2000,2001-38
40,2001,https://en.wikipedia.org/wiki/Case_of_the_Ex,Case of the Ex,Mýa,x,2000,2001-40
44,2001,https://en.wikipedia.org/wiki/Kryptonite_(3_Doors_Down_song),Kryptonite,3 Doors Down,x,2000,2001-44
45,2001,https://en.wikipedia.org/wiki/Fiesta_(R._Kelly_song),Fiesta,R. Kelly,x,2000,2001-45
52,2001,https://en.wikipedia.org/wiki/Izzo_(H.O.V.A.),Izzo (H.O.V.A.),Jay-Z,x,2000,2001-52
53,2001,https://en.wikipedia.org/wiki/Superwoman_Pt._II,Superwoman Pt. II,Lil' Mo,x,2000,2001-53
54,2001,https://en.wikipedia.org/wiki/Crazy_for_This_Girl,Crazy for This Girl,Evan and Jaron,x,2000,2001-54
68,2001,https://en.wikipedia.org/wiki/It%27s_Over_Now_(112_song),It's Over Now,112,x,2000,2001-68
69,2001,https://en.wikipedia.org/wiki/No_More_(Baby_I%27ma_Do_Right),No More (Baby I'ma Do Right),3LW,x,2000,2001-69
79,2001,https://en.wikipedia.org/wiki/Livin%27_It_Up_(Ja_Rule_song),Livin' It Up,Ja Rule,x,2000,2001-79
81,2001,https://en.wikipedia.org/wiki/Contagious_(song),Contagious,The Isley Brothers,x,2000,2001-81
87,2001,https://en.wikipedia.org/wiki/I_Wish_(R._Kelly_song),I Wish,R. Kelly,x,2000,2001-87
96,2001,https://en.wikipedia.org/wiki/Be_Like_That,Be Like That,3 Doors Down,x,2000,2001-96
100,2001,https://en.wikipedia.org/wiki/Hemorrhage_(In_My_Hands),Hemorrhage (In My Hands),Fuel,x,2000,2001-100
8,2002,https://en.wikipedia.org/wiki/What%27s_Luv%3F,What's Luv?,Fat Joe,x,2000,2002-8
15,2002,https://en.wikipedia.org/wiki/I_Need_a_Girl_(Part_One),I Need a Girl (Part One),P. Diddy,x,2000,2002-15
17,2002,https://en.wikipedia.org/wiki/Family_Affair_(Mary_J._Blige_song),Family Affair,Mary J. Blige,x,2000,2002-17
18,2002,https://en.wikipedia.org/wiki/I_Need_a_Girl_(Part_Two),I Need a Girl (Part Two),P. Diddy,x,2000,2002-18
19,2002,https://en.wikipedia.org/wiki/Gangsta_Lovin%27,Gangsta Lovin',Eve,x,2000,2002-19
21,2002,https://en.wikipedia.org/wiki/Without_Me_(Eminem_song),Without Me,Eminem,x,2000,2002-21
37,2002,https://en.wikipedia.org/wiki/Nothin%27_(song),Nothin',N.O.R.E.,x,2000,2002-37
46,2002,https://en.wikipedia.org/wiki/Superman_(It%27s_Not_Easy),Superman (It's Not Easy),Five for Fighting,x,2000,2002-46
49,2002,"https://en.wikipedia.org/wiki/Lights,_Camera,_Action!","Lights, Camera, Action!",Mr. Cheeks,x,2000,2002-49
55,2002,https://en.wikipedia.org/wiki/Move_Bitch,Move Bitch,Ludacris,x,2000,2002-55
65,2002,https://en.wikipedia.org/wiki/What_About_Us%3F_(Brandy_Norwood_song),What About Us?,Brandy,x,2000,2002-65
67,2002,https://en.wikipedia.org/wiki/Rainy_Dayz,Rainy Dayz,Mary J. Blige,x,2000,2002-67
76,2002,https://en.wikipedia.org/wiki/Livin%27_It_Up_(Ja_Rule_song),Livin' It Up,Ja Rule,x,2000,2002-76
77,2002,https://en.wikipedia.org/wiki/Rollout_(My_Business),Rollout (My Business),Ludacris,x,2000,2002-77
79,2002,https://en.wikipedia.org/wiki/No_More_Drama,No More Drama,Mary J. Blige,x,2000,2002-79
86,2002,https://en.wikipedia.org/wiki/Drive_(For_Daddy_Gene),Drive (For Daddy Gene),Alan Jackson,x,2000,2002-86
1,2003,https://en.wikipedia.org/wiki/In_da_Club,In da Club,50 Cent,x,2000,2003-1
2,2003,https://en.wikipedia.org/wiki/Ignition_(song),Ignition (Remix),R. Kelly,x,2000,2003-2
5,2003,https://en.wikipedia.org/wiki/When_I%27m_Gone_(3_Doors_Down_song),When I'm Gone,3 Doors Down,x,2000,2003-5
11,2003,https://en.wikipedia.org/wiki/Get_Low_(Lil_Jon_%26_the_East_Side_Boyz_song),Get Low,Lil Jon and The East Side Boyz,x,2000,2003-11
13,2003,https://en.wikipedia.org/wiki/Shake_Ya_Tailfeather,Shake Ya Tailfeather,Nelly,x,2000,2003-13
14,2003,https://en.wikipedia.org/wiki/21_Questions,21 Questions,50 Cent,x,2000,2003-14
21,2003,https://en.wikipedia.org/wiki/P.I.M.P.,P.I.M.P.,50 Cent,x,2000,2003-21
26,2003,https://en.wikipedia.org/wiki/Where_Is_the_Love%3F,Where Is the Love?,The Black Eyed Peas,x,2000,2003-26
37,2003,https://en.wikipedia.org/wiki/%2703_Bonnie_%26_Clyde,03 Bonnie and Clyde,Jay-Z,x,2000,2003-37
41,2003,"https://en.wikipedia.org/wiki/Never_Leave_You_(Uh_Oooh,_Uh_Oooh)","Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,x,2000,2003-41
56,2003,https://en.wikipedia.org/wiki/Are_You_Happy_Now%3F,Are You Happy Now?,Michelle Branch,x,2000,2003-56
61,2003,https://en.wikipedia.org/wiki/Thoia_Thoing,Thoia Thoing,R. Kelly,x,2000,2003-61
62,2003,https://en.wikipedia.org/wiki/Here_Without_You,Here Without You,3 Doors Down,x,2000,2003-62
63,2003,https://en.wikipedia.org/wiki/Wanksta,Wanksta,50 Cent,x,2000,2003-63
64,2003,https://en.wikipedia.org/wiki/My_Love_Is_Like...Wo,My Love Is Like...Wo,Mýa,x,2000,2003-64
73,2003,https://en.wikipedia.org/wiki/Intuition_(song),Intuition,Jewel,x,2000,2003-73
76,2003,https://en.wikipedia.org/wiki/Holidae_In,Holidae In,Chingy,x,2000,2003-76
78,2003,https://en.wikipedia.org/wiki/Love_of_My_Life_(An_Ode_to_Hip-Hop),Love of My Life (An Ode to Hip-Hop),Erykah Badu,x,2000,2003-78
80,2003,https://en.wikipedia.org/wiki/Thugz_Mansion,Thugz Mansion,2Pac,x,2000,2003-80
90,2003,https://en.wikipedia.org/wiki/Have_You_Forgotten%3F_(song),Have You Forgotten?,Darryl Worley,x,2000,2003-90
94,2003,https://en.wikipedia.org/wiki/Step_in_the_Name_of_Love,Step in the Name of Love,R. Kelly,x,2000,2003-94
95,2003,https://en.wikipedia.org/wiki/I_Want_You_(Thal%C3%ADa_song),I Want You,Thalía,x,2000,2003-95
12,2004,https://en.wikipedia.org/wiki/Confessions_Part_II,Confessions Part II,Usher,x,2000,2004-12
15,2004,https://en.wikipedia.org/wiki/Here_Without_You,Here Without You,3 Doors Down,x,2000,2004-15
62,2004,https://en.wikipedia.org/wiki/Why%3F_(Jadakiss_song),Why?,Jadakiss,x,2000,2004-62
63,2004,https://en.wikipedia.org/wiki/Fuck_It_(I_Don%27t_Want_You_Back),Fuck It (I Don't Want You Back),Eamon,x,2000,2004-63
70,2004,https://en.wikipedia.org/wiki/Get_Low_(Lil_Jon_%26_the_East_Side_Boyz_song),Get Low,Lil Jon and the East Side Boyz,x,2000,2004-70
78,2004,https://en.wikipedia.org/wiki/Step_in_the_Name_of_Love,Step in the Name of Love,R. Kelly,x,2000,2004-78
87,2004,https://en.wikipedia.org/wiki/Holidae_In,Holidae In,Chingy,x,2000,2004-87
88,2004,https://en.wikipedia.org/wiki/Let%27s_Get_It_Started,Let's Get It Started,The Black Eyed Peas,x,2000,2004-88
92,2004,https://en.wikipedia.org/wiki/Don%27t_Tell_Me_(Avril_Lavigne_song),Don't Tell Me,Avril Lavigne,x,2000,2004-92
94,2004,https://en.wikipedia.org/wiki/Happy_People_(R._Kelly_song),Happy People,R. Kelly,x,2000,2004-94
95,2004,https://en.wikipedia.org/wiki/Hey_Mama_(The_Black_Eyed_Peas_song),Hey Mama,The Black Eyed Peas,x,2000,2004-95
8,2005,https://en.wikipedia.org/wiki/Candy_Shop_(50_Cent_song),Candy Shop,50 Cent,x,2000,2005-8
11,2005,https://en.wikipedia.org/wiki/Disco_Inferno_(50_Cent_song),Disco Inferno,50 Cent,x,2000,2005-11
13,2005,https://en.wikipedia.org/wiki/Don%27t_Phunk_with_My_Heart,Don't Phunk with My Heart,The Black Eyed Peas,x,2000,2005-13
16,2005,https://en.wikipedia.org/wiki/Mr._Brightside,Mr. Brightside,The Killers,x,2000,2005-16
17,2005,https://en.wikipedia.org/wiki/Just_a_Lil_Bit,Just a Lil Bit,50 Cent,x,2000,2005-17
25,2005,https://en.wikipedia.org/wiki/Lovers_%26_Friends,Lovers and Friends,Lil Jon,x,2000,2005-25
32,2005,https://en.wikipedia.org/wiki/My_Humps,My Humps,The Black Eyed Peas,x,2000,2005-32
38,2005,https://en.wikipedia.org/wiki/Let_Me_Go_(3_Doors_Down_song),Let Me Go,3 Doors Down,x,2000,2005-38
47,2005,https://en.wikipedia.org/wiki/Slow_Down_(Bobby_Valentino_song),Slow Down,Bobby Valentino,x,2000,2005-47
63,2005,https://en.wikipedia.org/wiki/Wait_(The_Whisper_Song),Wait (The Whisper Song),Ying Yang Twins,x,2000,2005-63
65,2005,https://en.wikipedia.org/wiki/Bring_Em_Out_(song),Bring Em Out,T.I.,x,2000,2005-65
78,2005,https://en.wikipedia.org/wiki/Outta_Control_Remix,Outta Control,50 Cent,x,2000,2005-78
79,2005,https://en.wikipedia.org/wiki/U_Don%27t_Know_Me_(T.I._song),U Don't Know Me,T.I.,x,2000,2005-79
81,2005,https://en.wikipedia.org/wiki/Don%27t_Lie,Don't Lie,The Black Eyed Peas,x,2000,2005-81
93,2005,https://en.wikipedia.org/wiki/Numb/Encore,Numb/Encore,Jay-Z,x,2000,2005-93
97,2005,https://en.wikipedia.org/wiki/U_Already_Know,U Already Know,112,x,2000,2005-97
11,2006,https://en.wikipedia.org/wiki/Be_Without_You,Be Without You,Mary J. Blige,x,2000,2006-11
14,2006,https://en.wikipedia.org/wiki/Me_%26_U_(Cassie),Me and U,Cassie,x,2000,2006-14
15,2006,https://en.wikipedia.org/wiki/Buttons_(song),Buttons,Pussycat Dolls,x,2000,2006-15
20,2006,https://en.wikipedia.org/wiki/I_Write_Sins_Not_Tragedies,I Write Sins Not Tragedies,Panic! at the Disco,x,2000,2006-20
21,2006,https://en.wikipedia.org/wiki/Move_Along_(song),Move Along,The All-American Rejects,x,2000,2006-21
40,2006,https://en.wikipedia.org/wiki/Stickwitu,Stickwitu,Pussycat Dolls,x,2000,2006-40
42,2006,https://en.wikipedia.org/wiki/My_Humps,My Humps,The Black Eyed Peas,x,2000,2006-42
47,2006,https://en.wikipedia.org/wiki/What_You_Know,What You Know,T.I.,x,2000,2006-47
48,2006,https://en.wikipedia.org/wiki/Dirty_Little_Secret,Dirty Little Secret,The All-American Rejects,x,2000,2006-48
75,2006,https://en.wikipedia.org/wiki/D%C3%A9j%C3%A0_Vu_(Beyonc%C3%A9_Knowles_song),Dejà Vu,beyonce,x,2000,2006-75
84,2006,https://en.wikipedia.org/wiki/Beep_(The_Pussycat_Dolls_song),Beep,Pussycat Dolls,x,2000,2006-84
89,2006,https://en.wikipedia.org/wiki/Pump_It,Pump It,The Black Eyed Peas,x,2000,2006-89
91,2006,https://en.wikipedia.org/wiki/Hung_Up,Hung Up,Madonna,x,2000,2006-91
95,2006,https://en.wikipedia.org/wiki/Why_You_Wanna,Why You Wanna,T.I.,x,2000,2006-95
14,2007,https://en.wikipedia.org/wiki/Party_Like_a_Rockstar,Party Like a Rockstar,Shop Boyz,x,2000,2007-14
20,2007,https://en.wikipedia.org/wiki/Crank_That_(Soulja_Boy),Crank That (Soulja Boy),Soulja Boy Tell 'Em,x,2000,2007-20
29,2007,https://en.wikipedia.org/wiki/U_%2B_Ur_Hand,U + Ur Hand,Pink,x,2000,2007-29
49,2007,https://en.wikipedia.org/wiki/I%27m_a_Flirt,I'm a Flirt,R. Kelly,x,2000,2007-49
55,2007,https://en.wikipedia.org/wiki/It_Ends_Tonight,It Ends Tonight,The All-American Rejects,x,2000,2007-55
72,2007,https://en.wikipedia.org/wiki/Bed_(song),Bed,J. Holiday,x,2000,2007-72
75,2007,https://en.wikipedia.org/wiki/Big_Shit_Poppin%27_(Do_It),Big Shit Poppin' (Do It),T.I.,x,2000,2007-75
87,2007,https://en.wikipedia.org/wiki/Ayo_Technology,Ayo Technology,50 Cent,x,2000,2007-87
96,2007,https://en.wikipedia.org/wiki/LoveStoned,LoveStoned,Justin Timberlake,x,2000,2007-96
100,2007,https://en.wikipedia.org/wiki/Same_Girl_(R._Kelly_and_Usher_song),Same Girl,R. Kelly,x,2000,2007-100
8,2008,https://en.wikipedia.org/wiki/Love_in_This_Club,Love in This Club,Usher,x,2000,2008-8
11,2008,https://en.wikipedia.org/wiki/Sexy_Can_I,Sexy Can I,Ray J,x,2000,2008-11
15,2008,https://en.wikipedia.org/wiki/Whatever_You_Like_(T.I._song),Whatever You Like,T.I.,x,2000,2008-15
23,2008,https://en.wikipedia.org/wiki/4_Minutes_(Madonna_song),4 Minutes,Madonna,x,2000,2008-23
33,2008,https://en.wikipedia.org/wiki/Stop_and_Stare,Stop and Stare,OneRepublic,x,2000,2008-33
35,2008,https://en.wikipedia.org/wiki/Paper_Planes,Paper Planes,M.I.A.,x,2000,2008-35
37,2008,https://en.wikipedia.org/wiki/Live_Your_Life_(T.I._song),Live Your Life,T.I.,x,2000,2008-37
49,2008,https://en.wikipedia.org/wiki/When_I_Grow_Up_(Pussycat_Dolls_song),When I Grow Up,Pussycat Dolls,x,2000,2008-49
52,2008,https://en.wikipedia.org/wiki/It%27s_Not_My_Time,It's Not My Time,3 Doors Down,x,2000,2008-52
54,2008,https://en.wikipedia.org/wiki/Crank_That_(Soulja_Boy),Crank That (Soulja Boy),Soulja Boy Tell 'Em,x,2000,2008-54
64,2008,https://en.wikipedia.org/wiki/Suffocate_(J._Holiday_song),Suffocate,J. Holiday,x,2000,2008-64
69,2008,https://en.wikipedia.org/wiki/The_Time_of_My_Life_(David_Cook_song),The Time of My Life,David Cook,x,2000,2008-69
82,2008,https://en.wikipedia.org/wiki/Just_Fine,Just Fine,Mary J. Blige,x,2000,2008-82
91,2008,https://en.wikipedia.org/wiki/Mrs._Officer,Mrs. Officer,Lil Wayne,x,2000,2008-91
100,2008,https://en.wikipedia.org/wiki/She_Got_It,She Got It,2 Pistols,x,2000,2008-100
1,2009,https://en.wikipedia.org/wiki/Boom_Boom_Pow,Boom Boom Pow,The Black Eyed Peas,x,2000,2009-1
4,2009,https://en.wikipedia.org/wiki/I_Gotta_Feeling,I Gotta Feeling,The Black Eyed Peas,x,2000,2009-4
10,2009,https://en.wikipedia.org/wiki/Gives_You_Hell,Gives You Hell,The All-American Rejects,x,2000,2009-10
12,2009,https://en.wikipedia.org/wiki/Dead_and_Gone,Dead and Gone,T.I.,x,2000,2009-12
17,2009,https://en.wikipedia.org/wiki/I_Know_You_Want_Me_(Calle_Ocho),I Know You Want Me (Calle Ocho),Pitbull,x,2000,2009-17
18,2009,https://en.wikipedia.org/wiki/Live_Your_Life_(T.I._song),Live Your Life,T.I.,x,2000,2009-18
30,2009,https://en.wikipedia.org/wiki/Don%27t_Trust_Me,Don't Trust Me,3OH!3,x,2000,2009-30
35,2009,https://en.wikipedia.org/wiki/LoveGame,LoveGame,Lady Gaga,x,2000,2009-35
37,2009,https://en.wikipedia.org/wiki/Birthday_Sex,Birthday Sex,Jeremih,x,2000,2009-37
40,2009,https://en.wikipedia.org/wiki/Whatever_You_Like_(T.I._song),Whatever You Like,T.I.,x,2000,2009-40
65,2009,https://en.wikipedia.org/wiki/Break_Up_(song),Break Up,Mario,x,2000,2009-65
80,2009,https://en.wikipedia.org/wiki/Rockin%27_That_Shit,Rockin' That Thang,The-Dream,x,2000,2009-80
86,2009,https://en.wikipedia.org/wiki/How_Do_You_Sleep%3F_(Jesse_McCartney_song),How Do You Sleep?,Jesse McCartney,x,2000,2009-86
97,2009,https://en.wikipedia.org/wiki/Say_Hey_(I_Love_You),Say Hey (I Love You),Michael Franti and Spearhead,x,2000,2009-97
1,2010,https://en.wikipedia.org/wiki/Tik_Tok,Tik Tok,Ke$ha,x,2010,2010-1
6,2010,https://en.wikipedia.org/wiki/Airplanes_(song),Airplanes,B.o.B,x,2010,2010-6
11,2010,https://en.wikipedia.org/wiki/Nothin%27_on_You,Nothin' on You,B.o.B,x,2010,2010-11
20,2010,https://en.wikipedia.org/wiki/Imma_Be,Imma Be,The Black Eyed Peas,x,2010,2010-20
22,2010,https://en.wikipedia.org/wiki/DJ_Got_Us_Fallin%27_in_Love,DJ Got Us Fallin' in Love,Usher,x,2010,2010-22
25,2010,https://en.wikipedia.org/wiki/Live_Like_We%27re_Dying,Live Like We're Dying,,x,2010,2010-25
27,2010,https://en.wikipedia.org/wiki/Sexy_Bitch,Sexy Bitch,David Guetta,x,2010,2010-27
29,2010,https://en.wikipedia.org/wiki/Your_Love_Is_My_Drug,Your Love Is My Drug,Ke$ha,x,2010,2010-29
30,2010,https://en.wikipedia.org/wiki/I_Gotta_Feeling,I Gotta Feeling,The Black Eyed Peas,x,2010,2010-30
48,2010,https://en.wikipedia.org/wiki/Only_Girl_(In_the_World),Only Girl (In the World),Rihanna,x,2010,2010-48
51,2010,https://en.wikipedia.org/wiki/Blah_Blah_Blah_(Kesha_song),Blah Blah Blah,Ke$ha,x,2010,2010-51
58,2010,https://en.wikipedia.org/wiki/Meet_Me_Halfway,Meet Me Halfway,The Black Eyed Peas,x,2010,2010-58
59,2010,https://en.wikipedia.org/wiki/Take_It_Off_(Kesha_song),Take It Off,Ke$ha,x,2010,2010-59
63,2010,https://en.wikipedia.org/wiki/Magic_(B.o.B_song),Magic,B.o.B,x,2010,2010-63
65,2010,https://en.wikipedia.org/wiki/Tie_Me_Down,Tie Me Down,New Boyz,x,2010,2010-65
73,2010,https://en.wikipedia.org/wiki/My_First_Kiss_(song),My First Kiss,3OH!3,x,2010,2010-73
75,2010,https://en.wikipedia.org/wiki/Rock_That_Body,Rock That Body,The Black Eyed Peas,x,2010,2010-75
77,2010,https://en.wikipedia.org/wiki/Naturally_(Selena_Gomez_%26_the_Scene_song),Naturally,Selena Gomez and the Scene,x,2010,2010-77
78,2010,https://en.wikipedia.org/wiki/Un-Thinkable_(I%27m_Ready),Un-Thinkable (I'm Ready),Alicia Keys,x,2010,2010-78
80,2010,https://en.wikipedia.org/wiki/I_Made_It_(Cash_Money_Heroes),I Made It (Cash Money Heroes),Kevin Rudolf,x,2010,2010-80
100,2010,"https://en.wikipedia.org/wiki/Lover,_Lover","Lover, Lover",Jerrod Niemann,x,2010,2010-100
7,2011,https://en.wikipedia.org/wiki/Fuck_You_(Cee_Lo_Green_song),Fuck You,Cee Lo Green,x,2010,2011-7
10,2011,https://en.wikipedia.org/wiki/Just_Can%27t_Get_Enough_(The_Black_Eyed_Peas_song),Just Can't Get Enough,The Black Eyed Peas,x,2010,2011-10
12,2011,https://en.wikipedia.org/wiki/S%26M_(song),SandM,Rihanna,x,2010,2011-12
